username,trust_score_pcc
heriberto70,1.9076867060139702e-05
juanpablokk,1.9076867060139702e-05
mack8,1.9076867060139702e-05
andyc15,2.174362469555093e-05
dragongod1973,5.921824913024765e-05
ramses86l,0.0002784874441778419
evelynmina,0.00020919546515416214
edithpiaf,8.214069386996269e-06
chars,8.214069386996269e-06
jamws,8.214069386996269e-06
issa05,8.214069386996269e-06
vivoluv,7.897742207931601e-05
rv11,4.0234358988594935e-05
gatm,8.214069386996269e-06
feya,8.214069386996269e-06
karyna,1.634028741673308e-05
leo2019,3.5612046383132575e-05
jesus2720,0.0001256388125921605
javc,5.670428887672236e-05
edu89,4.29964729139978e-05
melaleida,0.0002513361053050493
melissa359,5.9270012422334774e-05
lizet1983,5.9270012422334774e-05
sheira,5.9270012422334774e-05
lost147,0.0001339134415624399
securitygirl18,0.0004636025860414892
alicia49,0.001221739503988357
mirai1212,5.238350066038999e-05
omp,3.882677135605288e-05
julesnatural,4.135503452477445e-05
laurel60,7.494235957512577e-05
lkn4luv6269,0.0008333340222704878
golfer6159,3.496046575932664e-05
franjos72,0.00012065438711939828
ollevias,0.00019523755622877188
josem24,3.543119384434391e-05
emilio88,0.0001113056021518775
viol452,3.543119384434391e-05
memo62,0.0001503055443764797
meison159,3.543119384434391e-05
ccepedaisidro,5.6246715221769705e-05
otnyel135,8.287982992138309e-05
danielaguarin,2.4760803552783303e-05
wkirby91,4.17743468730114e-05
pili73,2.069702409033844e-05
washer411,6.949965848080941e-05
mevrick,2.4608007792583702e-05
sanda,0.00021862033846137993
karelfacinf,8.214069386996269e-06
claudia22222,8.214069386996269e-06
doron70,8.740449937586125e-05
zaertlich2020,8.740449937586125e-05
avanger,0.00014662797507330097
oscargonzalez,8.740449937586125e-05
alexandramw,0.0007207685706634916
tnemo,0.00021583169368922863
mauri20,1.7635594931229013e-05
andryrojas,3.8091989397536235e-05
loxther,8.214069386996269e-06
lacfenix90,8.214069386996269e-06
paola1991,5.0937473949943545e-05
akronyum,1.903816799365784e-05
pert,8.214069386996269e-06
beatrizm2,8.214069386996269e-06
elle32,8.214069386996269e-06
1000e,0.00018343854918272996
chikotemido38,8.185331729250538e-05
shemp,2.368362357663816e-05
shamakaqm,5.2625345576302734e-05
apple688,8.214069386996269e-06
kalid,8.214069386996269e-06
gringo15,9.689919332600029e-05
missbond,0.0008628364613825763
chqa36,8.490617484545383e-05
edya,9.054029995689748e-05
lisybeth,5.737886388495799e-05
lamia,0.0001095621391218284
mark34,9.185880742971371e-05
sishukan,8.743052019525247e-05
neli1980,0.0017905525840361133
gloryz,0.0002765445144384928
grazynasz,0.0010155700723712311
mao,0.00018930298831704658
nicos73,8.60791563522572e-05
soledad_sol,3.882677135605288e-05
dorisa,0.0005626662759894832
canceriana123,0.00028419107903458285
ninoska,0.00012765181155726163
guada,0.0003888769152317979
jim52,0.00017195426779095793
geanina,0.00010209170473490427
ishercol,0.00010209170473490427
olgui,8.214069386996269e-06
examiner,8.214069386996269e-06
pao82,0.00010209170473490427
luisfalavez,0.00011051446986333978
jeannette142,0.00042437740652564424
edwins2,0.00010369752312740769
lathaisha,3.7201696113492524e-05
beatry,8.643181066672147e-05
ros22,3.7201696113492524e-05
guiany,0.00024023063564670478
ferdinand,0.0003085713351657896
socorro17,8.214069386996262e-06
ismail90,8.214069386996264e-06
mdib,8.214069386996264e-06
yefersson_amaya,8.214069386996264e-06
amor32,3.170096518177356e-05
gglinton,2.107779292251095e-05
mandell6,4.653197920097292e-05
gabriel96,5.582595653626764e-05
kmonge,9.267846172408752e-05
angelamar,5.614097384172842e-05
frangian,2.4998518792885154e-05
pinedafer,8.214069386996269e-06
kafa,8.214069386996269e-06
bryan2604,3.874306309072108e-05
heartfulliving,9.588755086167581e-05
dewanie,1.4100034753259844e-05
frankiko87,7.179977727016521e-06
yolbis,0.0005746032492004705
willwe,0.00016244969484283616
tochi,6.147264627700016e-05
spwspw,0.0005137256801004636
emaverick,0.00010416620956573826
polometra,6.147264627700016e-05
yoodel,6.147264627700016e-05
nedim28,1.2321104048691468e-05
maru98,6.160552056148658e-06
becky94,1.2321104048691471e-05
angel_sol,6.160552056148658e-06
quiverzan,4.1070347253010545e-06
dinoyyyyy,4.135503452477445e-05
colinh,0.00017195426779095793
lazeta,0.00017195426779095793
difto30,0.0002371670955838248
ffuertesp,0.00023823742157351292
alepeace,8.214069386996269e-06
kevster94,8.214069386996269e-06
sameergk,3.874306309072108e-05
jaggernaught,3.874306309072108e-05
catj79109,3.874306309072108e-05
maujack,3.874306309072108e-05
lli,0.00021046896965175508
stvn,0.0003806441356390004
cheyenneb,0.0003806441356390004
johanjs,3.874306309072108e-05
emirz,0.00010555357344469055
chriskirito,4.7152878227760824e-05
soe07,4.390960432691521e-05
leo_86,4.1112799686140693e-05
yasly,8.214069386996269e-06
ramses76,8.214069386996269e-06
angelik,8.214069386996262e-06
jarrodj,8.214069386996264e-06
ponytail103,8.214069386996264e-06
aveexe,8.214069386996264e-06
jacqueline1905,8.214069386996269e-06
charlyribes95,8.214069386996269e-06
jajaja,2.0200349397054074e-05
milagros777,2.0200349397054074e-05
rubi24,8.214069386996269e-06
misaelro,8.214069386996269e-06
markyusain87,8.214069386996269e-06
ammysha,8.214069386996269e-06
dammypoo,8.214069386996269e-06
knightjester,8.214069386996269e-06
andresra57,9.406601756811018e-05
maxi,0.001158875510748711
andysluis,3.8254051664253974e-05
dixon43,0.00026210153224448085
heyder071,3.8254051664253974e-05
ignacio39,3.8254051664253974e-05
leidy_20,6.270291540480335e-05
kittymonable,2.634828891605116e-05
alicey,2.634828891605116e-05
yess,2.634828891605116e-05
mayraa,2.634828891605116e-05
andreika,5.81770561357967e-05
yanka08,5.539382045296086e-05
esme76,5.1358901409848726e-05
marqus,0.00010166513352681714
richard111,2.3077374653298758e-05
alexa8,3.9171883105623894e-05
amich11,0.0001957675071719039
msirishka,8.778546213337409e-05
mamashoo,0.0005213416714354101
janet,0.0016287459423129566
sandy_germany,0.00016268173858980276
josue,0.0003363140338448836
anghel,0.00016268173858980276
tysonrs,0.0002775560891219386
jannetje1972,0.00022412019015903136
mave,5.737886388495799e-05
gre1975,0.0008395210444269691
berenice09,3.9171883105623894e-05
suleima,3.9171883105623894e-05
roxeet13,3.9171883105623894e-05
dayis,3.9171883105623894e-05
jorgedaniel2020,4.7152878227760824e-05
milliedelfin,7.525894899036163e-05
yannac,6.939944072128815e-05
asli,7.374132907276245e-05
chenvy84,8.33424084244379e-05
quynhnhu216,4.390960432691521e-05
jesseniau,0.00023322888890627412
39zenymarenco,0.0004809414153675668
vcarba2992,8.214069386996269e-06
gerrie,8.214069386996269e-06
algis31,6.949368167719011e-05
ben7joe,3.096136639674714e-05
xxyyzz,0.00013140210361015867
seniee,3.627500570986206e-05
biancavzla,3.563905025935074e-05
kwan35,0.001410402010108428
eridaniel,0.0006345065135857404
patty27,8.214069386996269e-06
vale1129,8.214069386996269e-06
princeses8,0.00024091901271821274
coopman15,8.649570150892534e-05
bradr,3.1000191198329245e-05
niconti,8.0806991764424e-05
benn,0.00022198929298654702
solf,3.1000191198329245e-05
leocalle,8.214069386996269e-06
samydulce,8.214069386996269e-06
pahola26,6.270291540480335e-05
elenara,4.3004699405544544e-05
jman33,8.214069386996269e-06
patricia2011,8.214069386996269e-06
lightningbug,0.0018232330380013523
isidoro1963,0.0005467828820838778
stlouis523,0.0005467828820838778
janeth94,6.270291540480335e-05
aquila101,8.214069386996269e-06
velovelo,0.0005602541181482408
gitm,0.0003450388650320059
mohamed,0.00034249352017073356
robertm2,0.0009429547237598037
morenito,0.0004830351525454613
josemanuel,0.0005361569955564543
yasmi,0.0009022239598317726
wlastre,3.9442529698365505e-05
antique,3.9442529698365505e-05
aqvamarine,4.635267836570507e-05
fey,4.635267836570507e-05
lina02122014,6.270291540480335e-05
rafael83,3.747462443469673e-05
albarosa,5.0829687421051e-05
luna22,8.214069386996269e-06
craigh,8.214069386996269e-06
kyasiandramafan,0.0008295573249739709
lioness,5.737886388495799e-05
warapo,8.214069386996269e-06
anlu,8.214069386996269e-06
518145,3.170096518177356e-05
peanuts,0.000118406197589214
vicenteebee,8.214069386996269e-06
firstlove,8.214069386996269e-06
pabloezequiel,2.2787206748760202e-05
gryphon,5.7630584841887676e-05
antobeba,2.2573949016100133e-05
m4rgo,8.214069386996269e-06
lastchancetodance,8.214069386996269e-06
marioo,0.00043681527227975995
jossead,0.0004669078980030163
jp0311,0.00011408298799956651
maximomax,0.0002128403899209889
marven,0.00017286332753404452
krateros,6.804533915399935e-05
pau82,9.619916452367397e-05
ernestom23,9.544424286424819e-05
hatsune_miku,0.0002842116490043071
fernandog234,4.3971349690461154e-05
hugoboss0302,5.3898844141562936e-05
juan,0.00025165606657693977
dieus,3.202061520549429e-05
naser22,2.2787206748760202e-05
thor68124,0.00016304162413431349
beatriz9801,8.214069386996269e-06
misael93,8.214069386996269e-06
rruthrromero,0.00010158172332641981
hailey6,5.0829687421051e-05
estuardo42,8.212103137706838e-05
torneritho,4.695768345338544e-05
ine,8.214069386996269e-06
florian83,8.214069386996269e-06
twotallz,3.170096518177356e-05
adventurer55,3.6989298093327015e-05
michi182,0.0003259583357721704
gleidis,7.83691326642435e-05
gmagbanua08,0.004935317281150456
ateo22,0.001826117367961786
paulycat14,8.214069386996269e-06
krajjy,8.214069386996269e-06
sara123,2.2956790550048962e-05
mivasfer,7.639200827386752e-05
trang,0.00014740663669977915
fairy,6.270291540480335e-05
sinbad20,8.214069386996269e-06
dawn2earth,8.214069386996269e-06
emely19,0.00015503576135262093
ligsi,6.270291540480335e-05
janne_mae,6.270291540480335e-05
juanp2345678,5.930955833184039e-05
pepa2017,8.671823810127843e-05
guiquen,9.689919332600029e-05
petter2991,0.00024821552411118407
velkyfanda,9.689919332600029e-05
nicolaslove,5.604665300056338e-05
mel125,8.36596097853838e-05
lachezar,3.4469821757632845e-05
anze22,3.4469821757632845e-05
dannasaan,2.634828891605116e-05
luismanuelsh,3.170096518177356e-05
chris1974,3.563905025935074e-05
perscy,5.193177034699801e-05
jeinny,0.00011490311783191809
jviot,3.170096518177356e-05
mephistoles,0.00010841949581434971
yeseniaha,0.0001007539594583822
marizhu,0.00024300821111891054
eliza32232,0.0008395210444269691
deepak745,3.170096518177356e-05
andy21,3.330187901871453e-05
kansascityman,0.0001148743505321358
musa1989,0.00022816717704885565
antonie,8.214069386996269e-06
chev427,8.214069386996269e-06
clemson,0.00027404002762592355
lidiamar,0.0015081554658164392
ugur82,3.836751746391435e-05
sihi,1.767753711453292e-05
ljubec70,3.170096518177356e-05
minicroket,2.4059896748426368e-05
andyandy,6.366480370353937e-05
octavio76,7.795913218982791e-05
dmlo,0.00017934271354862658
ernestom2k5,2.4059896748426368e-05
santhosh1232,3.170096518177356e-05
tatiana98,0.00013517667752914177
jade77,2.634828891605116e-05
cristian21,2.4059896748426368e-05
miguel55,0.00016304162413431349
ursus92,0.00016304162413431349
goodforu,0.00016304162413431349
kutinho,0.00018277533830758926
aeosopatin1977,0.00043940601060625534
anastasiael,8.012479046579919e-05
volkancyprus,3.170096518177356e-05
princessgiovanna,0.00018663708228891193
eloy2503a,0.0001148743505321358
dimi80,8.214069386996269e-06
maribel029,8.214069386996269e-06
karina13,6.270291540480335e-05
rosee,6.270291540480335e-05
fiorelar,4.138646815049145e-05
mariacr,6.270291540480335e-05
graced2,0.0008395210444269691
nich,6.270291540480335e-05
oloyu,3.747462443469673e-05
yuliet,9.553881161173758e-05
maugio,4.3051772933906595e-05
claracartagena,6.270291540480335e-05
svetlana111,0.0005554786058883686
ibnali,0.0001148743505321358
galatica0166,0.0005554786058883686
warrioroffaith,8.214069386996269e-06
anamile,8.214069386996269e-06
fireatwill,0.0001148743505321358
lobita,6.824011138275325e-05
manuelr23,0.00012240662990939497
craig,0.00012240662990939497
gearjammer38,0.0005337161240292255
timothyf2,0.0002053559310543602
thomas777,0.0002053559310543602
sofiaruby,3.330187901871453e-05
maan,0.0001507015912125454
dfsrambo,8.831034734507351e-05
lee81,5.691323353823286e-05
denroch,2.9046576377047997e-05
caquehl,8.214069386996269e-06
caquehl2,8.214069386996269e-06
yansy,0.0001148743505321358
skeila,4.708394472705743e-05
roberto80,2.348558689802146e-05
maryvelez,5.223364044539008e-05
edwardc23,5.893322755775795e-05
acej,0.00014499808324380402
leonardo19,5.8989861165691756e-05
ramzimavim,5.6547307321208343e-05
mohammadk,3.3332026136915344e-05
thepagan93,5.6062610265461686e-05
paul746,2.592961966011412e-05
gmavicki,5.189499830064851e-05
pettermann,0.0006358742257984195
vlad53,8.214069386996269e-06
zulaya,8.214069386996269e-06
s4r0n,0.0010375226920625205
carlosgh1,0.0006604208752034149
maria1960,8.214069386996269e-06
vimaco3780,8.214069386996269e-06
jaimec,8.214069386996269e-06
selica,6.582940990713132e-05
orlsirias,2.948512455291796e-05
julie1974,0.00011452136149014265
yinnetti,2.756671303575554e-05
guisella,4.625535785913252e-05
user_47922,0.00020797467315767631
lisa87,4.625535785913252e-05
laurellebill,9.17097207330789e-05
biank,9.764970862989681e-05
geraldine12,8.214069386996269e-06
alexander2019,8.214069386996269e-06
ym0335,9.756198997606221e-05
dano,3.5873518708779e-05
ttnnkkrr,0.00012240662990939497
bluelonely84,2.2479761548527777e-05
irmaeli,9.899779156073059e-05
k_bauman70,2.517361265724425e-05
lapastayab,0.0001729851663359955
snow,5.195110084942796e-05
nelson8409,0.0001148743505321358
single0907,5.989885369667819e-05
makcal,2.6986457734556156e-05
crisstti,8.214069386996269e-06
tatiana00,8.214069386996269e-06
adrian271288,7.988011179549308e-05
kaku,0.00018823436112331396
sahilyn,3.330187901871453e-05
annaany,2.0987792117318892e-05
jhan,0.00032692155809693584
inessa26,9.793037689457107e-05
kunhatai,0.0027474256742207903
halid,8.214069386996262e-06
anye,8.214069386996264e-06
andrea33,8.214069386996264e-06
chaymae,8.214069386996264e-06
evgeniyarada,3.563905025935074e-05
queenb1,6.086774739167444e-05
marcj,0.00020324638680260866
luciaaa,0.0005407482052520013
warcat120,0.00023239113934456863
frandsen,0.000761888118293575
reallove77,8.214069386996269e-06
chrissmiley51,8.214069386996269e-06
mario77,0.0001148743505321358
maril2,0.0003324018150103067
maryjoy08,0.002770594454910405
cuevajessa,0.0008479823710676305
udahca,0.00011812177466270896
matetd,0.0003881171202985237
ls85,0.00011812177466270896
emil,0.0002556027146799078
nadja,4.12102649553411e-05
george1312,0.00010825825766355319
khriz,1.839715715290977e-05
josmar,5.172601786764481e-05
judy,0.00012746605290557805
jennykeys,0.00019233272849067398
gilmerlozano,8.214069386996269e-06
julia002,8.214069386996269e-06
leudisv,0.0003036385809168086
mvb,0.00030068205024752655
jaysin,0.00023088576360107908
wenddingr,0.0001703400930802658
kayanah,5.5000162833720956e-05
mohammada,0.0015060909002020876
alex70,0.00034664766033477314
aleunam,3.11335181005725e-05
megi,3.11335181005725e-05
florsita,0.0002887088519120415
azul29,8.103924644315181e-05
millaray,4.2964465614850425e-05
happyrachelle,3.11335181005725e-05
edwinr2,3.697068160786443e-05
carlosm2345678,3.697068160786443e-05
resplendent,3.697068160786443e-05
alex911,0.00014439333537263007
gustavog2,0.00116739097902647
moisesm,5.617378392449632e-05
sami0099,2.9046576377047997e-05
natalia58,7.334988805319461e-05
kira2108,5.0852121997542094e-05
anfyandre,0.00010280322284697006
awni,2.9046576377047997e-05
aleji86,4.138646815049145e-05
lefty901,0.00018639327572307052
salo19,0.00010158172332641981
aloap,6.592584050530476e-05
dana1984,3.330187901871453e-05
motagua,0.00035679793722423773
rosalious,7.730210139037197e-05
annie213,6.962308343897125e-05
jinglesmar,0.00018946671822087677
elena_feliksovna,0.000226991220305989
johagordon7,6.51061227100398e-05
gangstad,0.00028769412137312386
deanm,6.467569334932637e-05
cigarshark,6.467569334932637e-05
gems,5.3661752700196286e-05
zylvanaa,4.138646815049145e-05
dannyestrad10,8.214069386996269e-06
martinezlucia,8.214069386996269e-06
andreortiz,3.330187901871453e-05
ashby1981,5.614097384172842e-05
leo2618,2.4998518792885154e-05
vicky11,9.007088499596952e-05
butterflygirl13,5.3661752700196286e-05
malaika34,5.3661752700196286e-05
dharma1913,0.000132310148547046
savielizabeth07,0.00011104061658515427
josegabriel,3.747462443469673e-05
jaime7,8.214069386996269e-06
shivani02,8.214069386996269e-06
marietta,0.00012211109749181678
alexandra_2019,8.214069386996269e-06
fredalvmac,8.214069386996269e-06
pepegong,0.00013486183573469278
bani,8.214069386996269e-06
shekina3,8.214069386996269e-06
nataliya78,8.214069386996269e-06
chazzy,8.214069386996269e-06
clumsy,8.214069386996269e-06
fernanda86,0.0006958189558542631
dsingh,0.00012159815795315671
manuel1987,8.068840277404629e-05
raajkhan2252,0.0003788059884287029
igork,4.813564864115224e-05
mperez9,4.813564864115224e-05
sinsero1,7.179135738706194e-05
dalberto,0.00011335289253270831
wasana,8.214069386996269e-06
juanjo00,8.214069386996269e-06
sinisa,1.0952092515835658e-05
sofia1003,5.47604625815689e-06
lenz,1.0952092515835658e-05
bray94,3.70219087278044e-05
johannag,0.00023211778355385217
isabela1127,0.0001302050895732436
merlyn91,0.0001457199580600995
frederick,3.272640110920148e-05
ness,3.272640110920148e-05
darwing,3.272640110920148e-05
vicentenica,2.5508128335989195e-05
banier,7.360095005135237e-05
josueyv,6.063539856905307e-05
cv,2.5508128335989195e-05
yanela,4.562591889002566e-05
yamilcruz,2.0554542318268553e-05
juanosuna14,9.459487698077267e-05
foreverx,2.7413460107991552e-05
dani1990,6.0430790492614714e-05
herick,3.090824079771668e-05
cardozokim,8.214069386996269e-06
joselo88,8.214069386996269e-06
anel,3.330187901871453e-05
sebastiansago30,2.329319222697056e-05
mishaugalde,8.214069386996269e-06
progresena,8.214069386996269e-06
electrictom,8.214069386996269e-06
yayu,8.214069386996269e-06
babu512,0.00013486183573469278
attila54,4.0540686621243404e-05
pabloperuano,2.839110710541235e-05
fheexr,0.00021472145159551968
eduardoe2345,4.16910205951441e-05
evgeniya2112,3.330187901871453e-05
simplementepaolo,8.214069386996269e-06
yono,8.214069386996269e-06
cristina_cg,8.214069386996269e-06
richarddd,6.577577389466309e-05
catasula99,2.9525661591776175e-05
isabel1990,0.00013214338875686368
mariaax,0.00015647467428902943
tatica,9.071321602167591e-05
jessmi,4.176453383221946e-05
angeei,7.00837586993944e-05
galia,0.0001884247541129856
manu12,6.838286523241341e-05
maecela,8.838240587559463e-05
daniellabautista,8.214069386996269e-06
bigeyesteve1502,8.214069386996269e-06
peterapache1991,8.214069386996269e-06
am,4.3004699405544544e-05
snaxzgirl,7.213901956728049e-05
adalwulf6,0.00027209805524634154
clau2803,8.214069386996269e-06
yonmaximo,8.214069386996269e-06
grachie,4.3004699405544544e-05
rafiqui2000,3.9170422536366626e-05
william69,3.248208771583439e-05
vhugo,3.970065286020291e-05
mardekely,3.9170422536366626e-05
mauro37,6.323031928479298e-05
adrianl,9.952677825295521e-05
angelb2,9.228328724486447e-05
fernando777,6.300864359346303e-05
estefanygiron89,2.8257476566358378e-05
blancucha,0.0001652649069603435
loveforme2018,4.962453528321744e-05
muzzy59,4.962453528321744e-05
manee,5.5888433874334644e-05
cya,3.233548041854949e-05
debbiebobbitt1,0.00015207979982523873
miriamc,4.003158753859921e-05
isabelle,6.725985954081077e-05
cheryl15,4.003158753859921e-05
jmp908,7.413424721523956e-05
darln,4.003158753859921e-05
ldr,0.00037790158520040163
liyubov,0.0001401374575848937
perico,3.582088413507721e-05
capricornio_g,1.0952092515835658e-05
jesse1967,5.47604625815689e-06
jaimep2,1.0952092515835658e-05
jeandeyly,8.214069386996269e-06
josh139,8.214069386996269e-06
aberoj,0.00012003643190665813
sandra47,7.182442592247769e-05
anaumana,2.6974669392003083e-05
nicalinda,2.6974669392003083e-05
tatianasava,8.214069386996269e-06
pacojhm,8.214069386996269e-06
globetrotter,8.214069386996269e-06
johnwarric,8.214069386996269e-06
liz0004,8.214069386996269e-06
gonpra,8.09973654901399e-05
jack90,7.130989589844016e-05
edsonstark,8.511503202463726e-05
ll0stryker0ll,2.4680104111917703e-05
rumalda,8.214069386996269e-06
purp,8.214069386996269e-06
rousa,2.837347965638103e-05
number1,0.0001370622341186381
mary1010,0.00011455171129725442
nix,8.214069386996269e-06
paolaleon,8.214069386996269e-06
pati,0.0002703848382104907
andrejs,4.8639425345734714e-05
kamelf,8.566133407353913e-05
sky59,0.0001760104723804694
reinaajedrez,0.00010322465315582928
anaat,8.214069386996269e-06
dni1993,8.214069386996269e-06
yolimar,6.877546481730085e-05
frankielhernandez,3.0188337091208238e-05
kejsi,8.356860656027927e-05
jenry,4.559307975363755e-05
rainer,3.0188337091208238e-05
lismar,3.0188337091208238e-05
feras,3.0188337091208238e-05
latinamex,7.4166176857013e-05
jason872,6.990453260803461e-05
darkfly,0.00023807728909970436
jodblnde,8.214069386996269e-06
buckey,8.214069386996269e-06
douxbaiser,0.0007636047608741063
marthal23456,0.0001550208528690239
licm,9.807529932584971e-05
anas2,0.00042654331348909036
finna,0.0003562732781867216
fabihola,0.00017487681144817777
magicmike,0.002695787050660649
jerry120,5.274981136283288e-05
aloncar,5.635994659955951e-05
pantaleone533,0.00024501859534874394
robertmc410,9.436204892701625e-05
daniela1999,7.354816028447824e-05
ariana_ch,0.0003325142873648217
zoobaby,7.506587899612101e-05
academico2016,7.506587899612101e-05
jhonf,7.506587899612101e-05
donpepe,5.6606861546667294e-05
alfonsocr,6.804533915399935e-05
runea,0.0004088071107530887
chantel,0.00012248229161302386
anar234,0.00031643487412029425
ronaldavid98,5.039416109219113e-05
gyasmines,0.00015216330932747523
marco44,0.00013150410821874062
gavinb,1.956120498952587e-05
regu,1.956120498952587e-05
mikef2,4.317080984691762e-05
307bruce,1.956120498952587e-05
rahman,1.956120498952587e-05
belmar16,4.635267836570507e-05
gwenv,5.3299826936980737e-05
simuggal,1.6441656137665763e-05
amatiasp,5.4973971418108724e-05
vladi,1.6441656137665763e-05
paularthur,8.214069386996269e-06
teddybare1010,8.214069386996269e-06
juancarlosi,6.728654457218203e-05
mia84,8.214069386996269e-06
walter2708,8.214069386996269e-06
greener12,0.000500332335024683
thedavid,3.70219087278044e-05
lostwolove,9.289574827159953e-05
rafaels,5.2706402784875494e-05
malelooking,0.0010120185961429943
eduardo25,3.70219087278044e-05
dominic,6.20495582171649e-05
ahc77,0.00019165934830758652
luis6411,4.313508570567001e-05
nenabonita18,8.214069386996269e-06
essential84,2.6334264343764765e-05
luckyforsome,0.00019711676637162233
jyf123,8.861661354430523e-05
nodipalpitatio,8.740449937586125e-05
jhon888,2.6334264343764765e-05
manuth,9.02032342489178e-05
yolly,4.635267836570507e-05
irim,9.30491097944267e-05
saurabhdwr,8.214069386996264e-06
hectico93,8.214069386996264e-06
william4you,8.214069386996269e-06
llyned,8.214069386996269e-06
sweethoney,8.214069386996269e-06
josel16,8.214069386996269e-06
jwyko,0.00029950079545800834
mariapinto,0.0009994101629735902
vikays,0.00042437740652564424
muhammed,2.4059896748426368e-05
melooking4u,3.598846430237772e-05
coocoo,2.925558760141643e-05
lala2019,6.895634992871175e-05
deedee1305,8.839128605004808e-05
friendsfornow,0.00042410048123334344
cotagringo,0.0001270738815697978
dianafiorella,8.214069386996269e-06
marthiux26,4.138646815049145e-05
countrygurl,4.239010767208408e-05
vinsent58,8.214069386996262e-06
saharali,8.214069386996264e-06
replery,8.214069386996264e-06
nieves51,8.214069386996264e-06
dayanamorales,0.0006357195819306715
gloria33,0.0006361261799073663
veroyuuki,0.00014263794700394953
samea,0.0005275785987124867
idarlenny,0.0005357544967458544
latinbboy807,9.531471455129475e-05
nomoresolo,6.015321398599102e-05
iryna1111,4.635267836570507e-05
micantewaste59,4.480421276732283e-05
thuvar,8.740449937586125e-05
he18,8.214069386996269e-06
rikah23,8.214069386996269e-06
dianafg,5.737886388495799e-05
daiseydoodle1,4.480421276732283e-05
isabosalem,6.928167115827712e-05
someoneforreal,4.480421276732283e-05
irisliliana,7.083013675665937e-05
dialy,8.214069386996269e-06
valhala91,8.214069386996269e-06
javierlopez,1.059645157501692e-05
summerbutterfly,3.363623645734074e-05
bigmike,0.00011764582370718346
avaldi1,0.00025409174761349934
ctaylor1,9.627903914688322e-05
redpapermoon,4.3226920372773046e-05
dopibe,1.0952092515835658e-05
gary55paul,1.0952092515835658e-05
theemanforyou,5.47604625815689e-06
sebas_1759,1.059645157501692e-05
noeldarks,2.197696591309786e-05
mayte17,9.588755086167581e-05
maira120,3.555916594162862e-05
giselam,9.588755086167581e-05
angel401,0.0009354085952886449
yely1987,0.0001338969510592892
miguelangel35,3.388964380198748e-05
mephisto,3.0188337091208238e-05
vegas,0.025839521044426963
richards,0.00010369752312740769
nika057,4.635267836570507e-05
floridastrong,8.214069386996269e-06
16068562,8.214069386996269e-06
8c4t924,0.00012240662990939497
taner,4.285820306768869e-05
rafaelantoniomarmolejossaldiva,4.285820306768869e-05
dannydcmx,7.183207139847883e-05
kevon,7.854279839294378e-05
jackyl8383,3.0188337091208238e-05
mando70,5.652654170681277e-05
billyd1955,5.761640911783823e-05
user_52407,0.00012800453324856873
alexjimenez1986,8.214069386996269e-06
jasiadeza,8.214069386996269e-06
eduard22277,3.0188337091208238e-05
javierortiz23,1.6441454695314214e-05
anne_36,9.637648964516502e-05
johnval,3.149949292770973e-05
vero19,0.00011630586325705136
jessy,0.0021359724081658096
edu1006,5.362975918176118e-05
graeme1965,5.362975918176118e-05
eduardomadrid,5.362975918176118e-05
hendrik,5.362975918176118e-05
david1402,2.7119453493887793e-05
georgiopeny,1.9444913180221875e-05
margaret112016,6.311884977618895e-05
orlando1982,2.4283216277272212e-05
natalee,0.00013480908856997186
cookie1900,8.214069386996269e-06
salazar,8.214069386996269e-06
sweet,0.0001484186427784404
luciot,4.481630840958276e-05
samantoni1981,4.481630840958276e-05
bobz,0.00013724819245910648
happycamper,0.00013724819245910648
zoki,0.00013724819245910648
fulloflove,0.00013724819245910648
analidia,0.00010671248387436721
marinabella,6.759239602344358e-05
roger1,3.0388913512852465e-05
tina0790,0.00012220875381890983
yoley,0.00019354554744774406
dieguito36,3.537503594289287e-05
45snavarro,3.537503594289287e-05
eric9966,3.537503594289287e-05
manuelc234567,3.537503594289287e-05
oscarito,6.109004546565175e-05
dom78,4.834311302569858e-05
wilmana,2.4283216277272212e-05
grafiplanet,6.143845156922857e-05
kinglildrewbie,2.329319222697056e-05
bayita,2.9045531536909702e-05
gigi2018,6.176154260632002e-05
ivan1975,0.00016438210518265732
lauri708,7.189256838842866e-05
takaki,0.00022646143836414515
sally,0.0005487911706081591
maggy503,4.635267836570507e-05
swflcj,8.073844061536476e-05
marfullm,5.338981322338055e-05
rbk,4.635267836570507e-05
mjqerana,0.00015396001063121254
katienataliewinter,2.9045531536909702e-05
peter124,8.214069386996269e-06
suvir,8.214069386996269e-06
latisal,5.47604625815689e-06
alexa36,4.029562487120279e-05
baki1957,0.0005080058544789556
millyc2,0.0002157929158749133
cancuncp,5.766566603432051e-05
alfamale2,2.4608007792583702e-05
jarman32,2.4608007792583702e-05
luandy,8.214069386996269e-06
olyak,8.214069386996269e-06
zereth,8.214069386996269e-06
ivanflores,8.214069386996269e-06
hrvat,8.214069386996269e-06
svetliachok,2.9522678162091797e-05
cesarantongranados1,3.6792038770528566e-05
y_mt,2.793125323870965e-05
magnolia10,7.615085668217845e-05
em75,8.214069386996269e-06
krtip1965,1.232110408049441e-05
adalberto2018,6.160552040247205e-06
ariel1986,1.8959235978508912e-05
luzcesita,6.35270455047351e-05
zeny,0.001094643839276949
davidnevo,5.403938206561539e-05
perfectlyimperfect,3.406352679003171e-05
luisfolache,3.406352679003171e-05
keljomarbe,4.138646815049145e-05
dianamaria0310,8.214069386996269e-06
