username,trust_score_pcc
user_95629,0.00017867268736164262
bathory,5.2614138928527456e-05
noreste24,0.0007698947870332982
michael,0.000657853521450461
vinylord,7.728896414430592e-05
palomarenee,3.455875611847225e-05
houriel12anou,0.00020642117517303255
dayra,5.0829687421051e-05
rupreh3,8.214069386996264e-06
pao36,8.214069386996262e-06
sophia13,8.214069386996269e-06
zorro48,8.214069386996269e-06
cvferdinand,8.214069386996269e-06
mariaamartinez,8.214069386996269e-06
romay,3.51715255019834e-05
norwing,3.776142878881393e-05
luzmaria123456789,3.576031955708818e-05
macobu,0.00010293540915098882
samanth,8.214069386996269e-06
bj976,8.214069386996269e-06
isa93,5.0829687421051e-05
curiousjb,0.0003949545046746605
adriannahh,3.7201696113492524e-05
taniaguerrarisell,0.000174446403894808
jafm,3.170096518177356e-05
patico3,0.0006570603292147885
ciara58,8.214069386996264e-06
borello,0.00018823436112331396
veronica97abad,0.0010469726563410654
kriss229,8.214069386996269e-06
adolfom,8.214069386996269e-06
amiga123,8.214069386996264e-06
anapatricia,8.214069386996269e-06
berkshire1099,8.214069386996269e-06
pezmago,2.356993283640415e-05
edilta,0.00012974548666678598
leonelmessi,3.871488484306785e-05
angelrivera,0.0003227496370307968
july89,8.214069386996269e-06
antonio1988,8.214069386996269e-06
thiaree,5.0829687421051e-05
maxwell,3.490095971017755e-05
noa2021,7.780791093728747e-05
jannyn12,0.004263346766304777
cristell,6.3039823689284e-05
sharismel,0.0002004530832931454
yurim2,6.3039823689284e-05
amyca,0.00010054350378361545
sarah1,8.214069386996269e-06
david8308,8.214069386996269e-06
seniorsteve2656,8.214069386996269e-06
melissa42,2.5964275204307467e-05
duamelmartin,3.776142878881393e-05
dmc05091969,5.0829687421051e-05
alexamar,2.472518630899275e-05
alexander25,0.016622362125153237
mike65,0.0006464932231960215
fiddlesticks1,0.0006182406098911459
luisj2,0.0004756429361268583
dixie1964,5.0829687421051e-05
sabina70,5.0829687421051e-05
paige25,1.30433409820934e-05
lizzy_bf,0.00016881251488058303
jhonnydiaz,0.000561489636200076
monique72,0.0006988935216520944
aba0987,0.00017278864235439144
anyelika,0.00012623480300852957
kelsan,0.00010206334427224487
natalia_zagorodnix,8.22366857605542e-05
funlady,0.0001451596142250295
rafaelin,0.0001848146679949942
basti110,0.00047806986161824276
kim1414,0.00016340250004417313
mayra_zambrano,5.371299540942559e-05
mapi,9.311798055278794e-05
jane70,0.0010619939240088545
estrellasol,0.00017010333632504378
11111122,0.00039669749970515524
sylwunia1980,0.00017010333632504378
judyleba,5.0829687421051e-05
josetorrez45,8.214069386996269e-06
salo_2824,8.214069386996269e-06
chefina,3.9404985143362344e-05
bmc1973,3.096136639674714e-05
anwarboy,8.214069386996269e-06
nat_15,8.214069386996269e-06
dilki,5.165496525005725e-05
amoregun,5.165496525005725e-05
canada50,5.165496525005725e-05
joshua99,5.165496525005725e-05
cupido22,5.0829687421051e-05
seb,2.0856147590082982e-05
juliet_aguero,4.634189373490398e-05
aliajay74,8.214069386996269e-06
adrianzi,8.214069386996269e-06
eeliecer,8.214069386996269e-06
montalvanlopez,8.214069386996269e-06
khawbk,0.0002102504914996328
luisa89,0.0003678209730879064
ellac,0.00017593554998537113
elizabeth_83,4.0239621934153536e-05
rosita27,2.3802402876314866e-05
regina6alisa,4.956225313136924e-05
reginaray,5.0829687421051e-05
kelly94,2.0200349397054074e-05
waltmo,8.787281064539254e-05
laurence2501,2.0987792117318892e-05
hectorp54,6.991509193758893e-05
lina_lopez,6.307124760133969e-05
jacst73,0.00021498342364350515
sergio80818,0.0001385855314689167
limava,6.627749683823824e-05
cesarst,2.856051632360156e-05
carolinarimc,8.214069386996269e-06
mrgentle,8.214069386996269e-06
sheny10,5.0829687421051e-05
windy,8.539566288666803e-05
kipita,3.770088745786932e-05
maisara82,8.214069386996269e-06
maryan36,8.214069386996269e-06
yencar,5.0829687421051e-05
edgarsmithch,4.962244223652318e-05
lupitap2,0.000165621081683399
mariac23456,2.398498188987814e-05
estebanbarcelopuig,5.330226807585288e-05
sahori35,5.737886388495799e-05
magi,3.9325380797704594e-05
rick40,2.6334264343764765e-05
frankifrank606,0.000174446403894808
twiggie57,5.0829687421051e-05
tatiana1889,5.238350066038999e-05
robertm4,0.0003495260985641849
lauraaaaaaa,0.00012805597993921175
salo83,2.5964275204307467e-05
sassynette,7.19136735157484e-05
canadiandreamer,0.00012186141569317996
angel7,0.0007555127005710447
raob,2.706204978874559e-05
nar,8.094857144542078e-05
marialisyduarte,0.0001183217963091639
mrboring,1.918888195234711e-05
annier,3.563905025935074e-05
sandara69,7.481093336497463e-05
lissadry,0.00016092510114220786
carol2901,0.0003356066953765943
galaxia1604,0.0020418877721713902
lorelai,5.614097384172842e-05
jonnyb1981,2.4998518792885154e-05
nuzmik,5.802706532770728e-05
haurelio,8.214069386996269e-06
8tati8,8.214069386996269e-06
rouses93,1.9194139563016955e-05
superram67,0.0001256388125921605
achram,0.00019076209514115225
saa,0.0004581841322519425
bobi93,0.0005730139372915352
angelicaricu,0.00010106424249334275
gabys,3.413184645705501e-05
yayatruram,5.719133347081995e-05
markhart1,0.0002136310108330782
mickie1954,0.00043791406906713083
kumar195271,0.00023670042630787708
dilyarai,0.0008761646698034248
almindai,0.0009811035669681956
brownsvillejd,0.001488768958899494
larisleidys,0.0001487759998258022
nin,0.0004776604959604831
dany58,0.0003373337235536864
stardust64,0.0006975671704339614
islabella,0.0001487759998258022
carmenyc,0.0001487759998258022
sweetwilliam,0.00036837155622965477
yissel,2.052302798155288e-05
julianae,6.270291540480335e-05
jem16,0.0013870266898261157
willian,0.0004064551189551123
countryguy,0.00024958423437546285
thomasp2,0.00040487873796702837
fini,3.330187901871453e-05
xavier1266,3.235543969675539e-05
yasemina_65,1.510219215356811e-05
nani89,4.424750462421943e-05
kary20,2.6198926602906958e-05
cristina44,5.0829687421051e-05
yaniuska,0.0008030218437200895
mary1119,0.0001340120198108913
ludwig2020,0.00010153918410535473
metspain,4.006653782835457e-05
claur,3.330187901871453e-05
lermskie,6.241247166652025e-05
ery0182,0.0007501780276568651
diane9303,0.00012193756844426258
eunice929,0.00015936958163079322
sweetfin,0.0001714610834625189
yamitf,4.1715447576181815e-05
rpjava59,8.649881060830919e-05
nellyc,0.000962638351511131
jasa83,0.00035574865799457454
carmeny,5.780458466294361e-05
yazminz,0.0004456059694215414
adelar,2.9102180199992023e-05
cristinar23,0.00032278821247277143
ariana,0.00022072770496105287
jenniferroberts80,4.8879302092737094e-05
alejaavila,9.814376454289778e-05
karolrico,7.41987847934301e-05
julio26,1.918888195234711e-05
caseylorne,3.431509172078187e-05
eric1963,0.0003640463227533089
badboy,6.815199848468032e-05
davido2,0.0002836723645142381
anton,0.0017529920057214343
alex1978,0.00021987208875249586
matcope,0.0003213060761918222
raulmorones,8.214069386996269e-06
eleri,8.214069386996269e-06
irinairina,1.297777931953847e-05
nadjaandrea,0.00010840644071373689
bory,3.248258955599462e-05
icecandy,0.0003210776632115453
dionisiosa,0.00027686362930754105
user_40504,0.0002441865611990027
donv,5.486228004543944e-05
enriquej2,0.0018214891241279494
luisq,5.486228004543944e-05
dennispalavecino,5.486228004543944e-05
stephenc,0.0005875542176337784
juancelot,0.00036951064298468376
carloncho,6.041091663491749e-05
stevi777,9.85802097846299e-05
zakie,0.0002752264501157509
mariarosal,9.919793417433734e-05
critterkc,0.00018929870814965487
nidya,5.67344676015798e-05
laura123,5.67344676015798e-05
tanyatanya63,9.414803449260945e-05
mairim,8.214069386996269e-06
khaleda,8.214069386996269e-06
farh,0.00017371489612676928
taty89,6.786233790695832e-05
maez,0.0001612051492752296
marcela57,0.00025430698690688585
nessyg8,4.029562487120279e-05
isanerea,4.029562487120279e-05
abela,0.002005441735397291
paolavasquez,0.0001287541452049637
daphne,0.0023100256310384084
arya,0.001297479866040403
bellajoy,0.0002158121487327512
sandri,0.0001287541452049637
km,0.0001287541452049637
mery0098,0.00031587248039073037
elenasss,6.270291540480335e-05
jhois,8.214069386996269e-06
indi,8.214069386996269e-06
marg1503,5.0829687421051e-05
geeta,0.0009258318578965995
lisareid1961,0.001793925280412974
rohania,0.0005487911706081591
jarochitasexy,0.0010502266917541377
49irishred,0.0006909570797741007
srjh1204,0.0004222785566613091
yannah,0.00014374829588431083
romina2015,0.00010732021481867145
monidenisse,8.214069386996269e-06
69andresja,8.214069386996269e-06
armando0004,0.0001848146679949942
najas,0.00027888068556310435
anthonyroseinc,0.0003646253834971655
dionella92,8.214069386996269e-06
elportugues,8.214069386996269e-06
anakronyminane,1.9885903756694377e-05
celestecereza,6.270291540480335e-05
luisafernanda2016,3.1349344663446425e-05
bonitacharlene,8.608517436691522e-05
