,username,normalized_trust_score
2534,Joel0211,0.005341798202927147
2539,Ceasar,0.005341798202927147
1657,richards,0.005341798202927147
2533,Sherifx,0.005341798202927147
2488,Andres1840,0.005341798202927147
2532,mjg,0.005341798202927147
2540,Educanela,0.005341798202927147
2541,jasonb234,0.005341798202927147
2546,kust,0.005341798202927147
2529,joshual23,0.005341798202927147
2526,carlosa9,0.005341798202927147
979,edwins2,0.005341798202927147
2440,Neal28,0.005341798202927147
2439,tenderlyheart,0.005341798202927147
2438,danielr,0.005341798202927147
2525,frankc2,0.005341798202927147
2518,licj,0.005341798202927147
2430,Franciscobac777,0.005341798202927147
2264,jrockab,0.005341798202927147
2538,cocojort,0.005341798202927147
2551,Anatati,0.005335556011213931
2720,paoamor,0.005318429820550009
741,sassynette,0.005295344747859179
221,Tiare305,0.005295029872454554
1501,sandra47,0.005289136735737441
3022,chavelaa,0.0052882554441091205
2233,Antury,0.005274641780210007
2129,aaronr,0.005266022818992433
2813,manuelmarte,0.005254726794232189
2780,machoman,0.005254726794232189
995,FranGian,0.005254516124978397
1388,Leo2618,0.005254516124978397
754,Jonnyb1981,0.005254516124978397
238,Pampet,0.005243354481987398
208,sheik,0.00523049640949608
2461,Captxxxxx,0.00522744956487365
1097,eridaniel,0.00522744956487365
2648,Saeid,0.005226365917121521
1510,Jack90,0.005220024349167215
1466,Am,0.005204578844951579
1471,Grachie,0.005204578844951579
1109,Elenara,0.005204578844951579
1061,yanka08,0.005204339216000156
3222,gangnail,0.005197764073058535
2324,MosEisley,0.005197764073058535
2477,tchesney,0.005197764073058535
2566,Mexifox,0.0051816815053539215
2721,annahajnal62,0.0051506792864298824
2864,Glen45,0.0051506792864298824
2498,deixonb,0.005137028076985172
2489,Karimba199,0.005137028076985172
69,Sylvester,0.0051360251341761535
2597,gagandeep155,0.005132561234426301
2598,Stevems11,0.005132561234426301
749,Sandara69,0.005120854444831857
2983,Babyblueh,0.005119004878293558
874,najas,0.005096162869584448
3187,mariamedrano,0.005086228842518369
1334,LS85,0.005086228842518369
1332,udahca,0.005086228842518369
1285,selica,0.005080108678884261
440,Monserrat,0.0050739083326316655
439,rosec2,0.0050739083326316655
1766,Melanieg,0.005072435238976746
1765,Silvia79,0.005072435238976746
479,Romina2020,0.005070284733288287
3232,lokesht,0.005024785444635822
253,Valentina2016,0.005009839470298333
3040,andy007,0.004991460904137977
1708,grafiplanet,0.004991224474071375
3268,hungerleider,0.004991224474071375
3023,Lizzi512,0.004975855393893129
714,HectorP54,0.004974828065685706
920,memo62,0.004960474629095707
1926,k9cobra,0.004955043348025725
2879,ccook75,0.004955043348025725
2947,boropete,0.004955043348025725
2948,Barkis,0.004955043348025725
1062,Esme76,0.004953150012639769
1924,Roneva,0.004940947013642511
1412,sinsero1,0.004938913488390273
2256,johnf23456,0.0049359253659503844
2259,hamdoon,0.0049359253659503844
2258,andrewh2,0.0049359253659503844
2116,Lesternica,0.0049359253659503844
1738,Y_mt,0.004914380823819247
1653,Yely1987,0.00491302973893799
2023,AnaL23456,0.004905374531253624
2007,Karenlone,0.004905374531253624
2005,SeasideMarina,0.004905374531253624
2003,Meylis95,0.004905374531253624
1995,Soled82,0.004905374531253624
2120,maritzaa,0.004904975704843559
2195,Michelle29,0.004904975704843559
2194,Risa636,0.004904975704843559
2366,victorh2345,0.004872913795537066
1662,taner,0.004846710443743446
1663,rafaelantoniomarmolejossaldiva,0.004846710443743446
3038,monikk,0.004833777833106582
393,kathysson,0.00481430572033775
1942,juanitah,0.004813469941102174
1845,user_81404,0.004813469941102174
1958,DulceCanela,0.004813469941102174
1674,anne_36,0.004813469941102174
1976,josel31,0.004803198029797256
914,Golfer6159,0.004791009887111769
2917,onceaknight,0.004780441456900409
1778,kellyroux,0.004780441456900409
2787,felicityk,0.004780441456900409
2343,Amada100,0.004774315295704393
2656,nissim,0.004768896044889566
1351,aleunam,0.004766474856011716
2243,etelk,0.004766474856011716
1352,Megi,0.004766474856011716
1356,HappyRachelle,0.004766474856011716
2665,Josechalco,0.0047588540580680554
2925,Yasumi7,0.004744063426489677
2918,Gracye03,0.004744063426489677
2860,xiomarac,0.004744063426489677
2859,francescag,0.004744063426489677
2301,LOVELY,0.00474240655505661
2447,chanoe,0.0047303857768281185
3003,libelulad,0.004718284511851558
2579,busangan,0.004709282972416767
1288,Yinnetti,0.004709282972416767
2270,davidj23456,0.004687553766678682
1880,Teres,0.004669934515564638
1408,manuel1987,0.004663416094828763
2762,thickheaded62,0.00466230484534273
2742,juanf2,0.00466230484534273
3310,poisonivy100,0.0046605988913663715
84,Pirch,0.004652354459526971
3315,littlesecr8,0.0046508305425680295
3303,amandyd,0.0046508305425680295
1621,veroyuuki,0.0046508305425680295
2660,Vince59,0.004633476420981566
1198,perscy,0.004623892825054488
1493,Liyubov,0.004619429208532759
731,ESTEBANBARCELOPUIG,0.004597471506064097
1301,K_bauman70,0.004578172423605632
3221,aline1984,0.004574329426890897
3254,lidyf,0.004574329426890897
3161,MaryJo83,0.004574329426890897
3253,VanessaB,0.004574329426890897
1015,colinh,0.004572024715459574
971,Jim52,0.004572024715459574
1016,lazeta,0.004572024715459574
1675,Johnval,0.004562050297193294
1669,user_52407,0.004551558305894151
1194,Anze22,0.004550925947610008
1193,Lachezar,0.004550925947610008
2446,dennysc,0.004541495142796817
2354,Amanda52,0.004541495142796817
991,mandell6,0.004536314502384358
2955,Bryant,0.004528922724003113
745,nar,0.004525956155832662
2182,kyler,0.00452518351876474
2179,Mika,0.00452518351876474
1586,Luis6411,0.004522795507537784
676,FunLady,0.004522702856226865
2834,jesusg23,0.004516542072038816
3289,mahak,0.0045135021575911614
1793,Mike258,0.00451216633239588
1640,Bigmike,0.004509907575286341
1114,stlouis523,0.004503441082981921
1113,ISIDORO1963,0.004503441082981921
622,NORWING,0.004488015886938032
659,Duamelmartin,0.004488015886938032
1314,Inessa26,0.0044844969443862915
1371,Aloap,0.0044793498361455665
565,franciscomssm,0.004477516372700788
285,nede,0.004477516372700788
338,Leonardo8075,0.004477516372700788
369,Nicasio0063,0.004477516372700788
724,Kipita,0.004477516372700788
398,CHARLYMOON,0.004477516372700788
371,umoreno,0.004477516372700788
485,tattam,0.004465648422724275
1829,mmartinezv17,0.004464826668318984
3251,Goat,0.004463706060574378
3068,yuliv,0.004462119400390328
759,SuperRam67,0.004452600581966002
899,Jesus2720,0.004452600581966002
1454,CataSula99,0.004439352213322189
3377,presto,0.004416179478551062
3379,jeffa,0.004416179478551062
3380,nigelhondanigel,0.004416179478551062
3375,arthurj,0.004416179478551062
836,stevi777,0.004413679796078862
528,Alvis,0.004397139502957742
2452,carlosa10,0.004392325786067307
1141,PabloEzequiel,0.0043879722501236115
167,Jose1882,0.0043879722501236115
170,florianl,0.0043879722501236115
163,NEO_BLUEBAER,0.0043879722501236115
1159,naser22,0.0043879722501236115
2355,sherrya,0.004383742855577957
950,Shamakaqm,0.0043726596072732726
2819,Debbie,0.0043726596072732726
597,Yoemi,0.00436244721240883
1321,QueenB1,0.004354541063406915
1125,Antique,0.004351571099590669
1124,wlastre,0.004351571099590669
1833,ch1p2t3,0.004350720809832745
2979,IYY2130,0.004350445261043143
1509,GONPRA,0.004349822670348435
783,Countryguy,0.004332300779204563
3088,Diosa29,0.004321489518860034
3093,CindyM,0.004321489518860034
3101,kurdee007,0.004321489518860034
1677,Jessy,0.004321489518860034
2661,anyha86cubanita,0.004321489518860034
3035,dianap2,0.004321489518860034
2183,ivani2,0.004319043235042954
1530,Jenry,0.00431285230173907
3297,jenniferu,0.0043063415936234455
353,Papi352,0.004306053210880129
699,juliet_aguero,0.004301642601619993
1785,Frankggmzz,0.004297948686387763
1773,RUBENC027,0.004297948686387763
1224,Cristian21,0.004297948686387763
1216,minicroket,0.004297948686387763
1605,Muhammed,0.004297948686387763
1220,ErnestoM2k5,0.004297948686387763
3189,ElPrincipe007,0.00429575225612352
1592,Jhon888,0.0042935200948312205
734,Rick40,0.0042935200948312205
1588,essential84,0.0042935200948312205
2960,yoni6,0.004282785882275564
2010,forever63,0.004280801450058982
982,Ros22,0.0042727126608492795
980,Lathaisha,0.0042727126608492795
629,AdriannaHH,0.0042727126608492795
1787,Nursaule,0.0042727126608492795
3112,user_18787,0.004270680667183265
2549,candiep,0.004270680667183265
807,adelar,0.004268707156986141
2389,santaboada,0.004268707156986141
2914,sigsauerfan,0.004265105171103892
341,TOMASMX,0.004262376973029653
348,hupe,0.004262376973029653
347,PascalSweet,0.004262376973029653
346,Seacruise2,0.004262376973029653
2487,Carlos1982,0.004260049541977287
2486,Luisbap,0.004260049541977287
3164,chuo46191,0.004245864127322942
2949,lordlannister,0.004238346409510257
87,jairo_corrales_collazos,0.004231708367059223
2923,nikkielada,0.004231350059919362
1633,IsaboSalem,0.004213536128027924
2307,morganguevara,0.0041995919215251755
3352,eugeniacruz57,0.004197656683895996
2407,usmi,0.004197055785342053
1177,Sara123,0.004193665776845499
1494,Perico,0.00419165827450561
1382,Gems,0.004190413876077823
1391,Malaika34,0.004190413876077823
1390,Butterflygirl13,0.004190413876077823
857,km,0.00418029925672453
2318,Vanessajipson,0.00418029925672453
852,PaolaVasquez,0.00418029925672453
856,sandri,0.00418029925672453
2799,NoraGutierrez,0.004168386964781305
2468,undadog,0.004155936960376988
2764,Asiul,0.0041492308008498876
3346,dianaa,0.004140116976390676
3092,dulce23,0.004135393165524087
3241,nancyt,0.004135393165524087
3238,masamita,0.004135393165524087
3240,ems,0.004135393165524087
3150,Lina83,0.0041326993173793555
1658,Nika057,0.0041321014867333
1126,Aqvamarine,0.0041321014867333
1127,fey,0.0041321014867333
1719,Rbk,0.0041321014867333
1568,belmar16,0.0041321014867333
1626,Iryna1111,0.0041321014867333
1594,Yolly,0.0041321014867333
1716,Maggy503,0.0041321014867333
2754,dia1z,0.004106193801813369
2223,james,0.004095885666246592
2226,ba,0.004095885666246592
2483,JGOG,0.004095885666246592
2957,Urugente,0.004095885666246592
2224,PierreParis,0.004095885666246592
2841,amstron,0.004089332506417124
2782,jenny1221,0.0040783918406741785
2919,malkieboy,0.004067862943449088
814,caseylorne,0.00406520535219581
328,meiken,0.004053664570101422
3214,cherryg,0.004043581235894485
2527,alexandra1989,0.004041442201960554
1767,mariama,0.0040407782247042605
1768,Ghee18,0.0040407782247042605
1974,Betyca,0.004037065657805097
1975,Andrea1982,0.004037065657805097
764,Gabys,0.0040309873473237945
1990,arturot,0.004012991698235485
3301,estefany123,0.004004367391797556
217,elizabeth1,0.00400337283082361
2570,aromademrazo,0.004002268302548614
2457,juanc12,0.0039959697823487555
641,PEZMAGO,0.003993002350203833
2942,Rouse,0.003988404092333737
884,mack8,0.003986714082539797
882,heriberto70,0.003986714082539797
883,juanpablokk,0.003986714082539797
1690,luciot,0.003981146417390284
1691,SAMANTONI1981,0.003981146417390284
1129,Rafael83,0.003974618302766184
1242,Oloyu,0.003974618302766184
576,Simonh56,0.003974618302766184
574,Todd42,0.003974618302766184
575,AliDuzen,0.003974618302766184
571,Robertt9900,0.003974618302766184
1394,Josegabriel,0.003974618302766184
2669,sofiam2,0.003962034928171217
788,Nani89,0.003960826496931107
540,lihle,0.00396015926890378
502,Alainreyes1982,0.00396015926890378
2428,Bibibra,0.003959272785663229
1565,mikef2,0.003953977553092786
520,lee89086,0.003952567632449729
1946,roxany,0.003945563868968449
1340,Judy,0.0039420098023266095
2305,Robbie10,0.003938494501618394
2303,shahidhossain,0.003938494501618394
623,luzmaria123456789,0.0039377879849509904
707,Elizabeth_83,0.003932600501343223
1473,William69,0.00393215827251091
484,Lena78,0.003930052882811383
675,natalia_zagorodnix,0.003927107606300371
1060,Andreika,0.0039032748078047935
739,Lauraaaaaaa,0.0038872558153396457
2312,Kimmccoy1010,0.003869679387412813
2282,wallen314,0.003869679387412813
2291,Wrench81,0.003869679387412813
2072,christym,0.003869679387412813
2170,cherylzora23,0.003869679387412813
1188,Guiquen,0.0038644931173165945
953,Gringo15,0.0038644931173165945
1190,velkyfanda,0.0038644931173165945
2840,joser23456789,0.003863288703377666
841,Laura123,0.003859988235431309
840,Nidya,0.003859988235431309
1474,vhugo,0.003859250789804794
2323,chinas,0.003858068454929664
602,JediCowboy,0.0038505302587485673
3014,anila,0.0038474351716821205
445,Adry52,0.0038457461534578395
1667,Mando70,0.003844907890754988
1156,HugoBoss0302,0.003835774822725002
2414,richardz,0.003828002865702095
1261,Lee81,0.003826915027304686
2062,Paola24,0.0038266052233420804
392,annann,0.0038253323762162074
1025,lLi,0.003823866281293022
674,kelsan,0.003821874932713689
2054,Suzie123,0.0037850315903527336
3165,Luciano19,0.0037837841975616603
2690,Dj6698,0.0037683734612181372
2692,pacorohf,0.0037683734612181372
2691,Reglu,0.0037683734612181372
2635,marvinf2,0.003764771337421399
1968,keygenie,0.0037549417770950454
1969,sixtob,0.0037549417770950454
1967,Itsme707,0.0037549417770950454
1966,joseph2,0.0037549417770950454
2544,JJS1944SCS,0.0037549417770950454
311,jenny35,0.003753957445707822
1604,Vikays,0.003753957445707822
978,Jeannette142,0.003753957445707822
357,Maria00,0.003753957445707822
312,Ceciderosa,0.003753957445707822
3036,alicec2,0.003753957445707822
2372,JamesDJ,0.003748916614965355
3018,c_abhy,0.0037377064061717836
3155,Gorge,0.003735770810587221
3156,androsp,0.003735770810587221
3157,rml,0.003735770810587221
2300,weeman,0.0037316694014543714
2996,karineh,0.003728327025378267
1166,Torneritho,0.0037248265674742777
3239,CountryRomance,0.0037238043170091575
3131,beatrices,0.0037222149334298358
673,Anyelika,0.003718880285504175
2331,miket,0.0037135396821513567
2888,oso,0.0037070578515010734
1336,Nadja,0.0036988353521778404
2895,Aizhan,0.0036977487603032087
1736,Svetliachok,0.0036969340075866932
1558,Chantel,0.003688076277160778
1348,kayanah,0.003679531728574446
1746,Davidnevo,0.003676328653868238
35,paul11,0.0036693652779064513
34,georgel,0.0036693652779064513
39,michelinii,0.0036693652779064513
2271,Sheychellez,0.003652272236650571
3211,ObviouslyReal,0.003650599021365759
690,Bmc1973,0.0036468606694340295
1092,ben7joe,0.0036468606694340295
1720,MJqerana,0.0036207615777201167
297,Annanna,0.0036172889179057646
2510,joshua100,0.0036132998787192874
2499,JCMartinez,0.0036132998787192874
577,Tiz,0.003605170762564688
2431,harleyridertn,0.003605170762564688
1654,Miguelangel35,0.003590922562925776
428,olasolo,0.0035903662561782147
2395,Craig68,0.003589600194600378
2186,Jorgezent01,0.003589600194600378
2188,dalet,0.003589600194600378
2187,edwardc234,0.003589600194600378
2166,juanf234,0.0035891946346287436
1932,King29,0.0035890807785955658
1933,JoseM122,0.0035890807785955658
3255,MarinanNIk,0.0035780525068216354
1639,SummerButterfly,0.003577694102514262
2803,Manuel42,0.0035711487685344775
938,Mauri20,0.0035645914321955
464,BigAndre,0.003556642561620729
466,optimisticABOUTyou,0.003556642561620729
465,MR07,0.003556642561620729
2666,steve345,0.003546702980619857
2637,Doruk,0.003546702980619857
2207,Mendez60,0.0035368611910763575
2208,Zealia1,0.0035368611910763575
2275,user_50738,0.0035246556999668772
1985,Taiba2016,0.0035210303489065305
1305,Single0907,0.0035208681982569724
3215,horstm,0.003513045861179892
3218,Jshmorris48,0.003513045861179892
1909,angelf234,0.003498837025348556
382,Noelia,0.003497890266818777
1511,EdsonStark,0.003493921484916207
103,Alfie66,0.0034904281071219873
104,Ntoryner,0.0034904281071219873
3234,feighl,0.003487309459901676
3317,DFOSS,0.0034807226119993066
1093,xxyyzz,0.003477532042138293
3338,doctork4u2,0.003477532042138293
3326,JayR042,0.003477532042138293
3094,anac2,0.0034712665610476157
2164,Mrunia1,0.00347068371613964
183,Antuanette,0.0034688602472767024
261,Carla74,0.0034688602472767024
182,KseniaGalatea,0.0034688602472767024
188,Marby,0.0034688602472767024
185,MaritzaGalon,0.0034688602472767024
1547,aloncar,0.0034660119425157275
381,Sadiel,0.0034568837979056383
801,Yamitf,0.003447197179644388
513,Marybela,0.003442053242461735
2856,Eymi,0.0034348381868708564
356,florm3,0.0034172959807489845
388,Deni25004,0.0034172959807489845
1029,emirz,0.0034172959807489845
2584,AlexSil,0.0034168825005513478
3209,decki,0.0034154417284488346
1710,Bayita,0.0034119424288502555
1721,Katienataliewinter,0.0034119424288502555
898,Leo2019,0.0033981689949897234
1590,Jyf123,0.003395865354497246
2056,florf,0.0033929246987884805
2537,Lana1,0.0033929246987884805
2255,maryp,0.0033929246987884805
2547,laurette,0.003389294960248443
1682,david1402,0.0033880180442652326
2360,iambluelotus,0.0033816430896701473
3347,Sceptical,0.003371543233254666
3125,naty085,0.003368929421982565
3127,laydi,0.003368929421982565
3052,gaga89,0.0033665552005389798
2743,skullicious_queen,0.0033665552005389798
379,zoomie68,0.0033665552005389798
3325,Ahmela,0.0033665552005389798
2522,Lisbethangel,0.0033665552005389798
677,Rafaelin,0.003359387109528923
873,armando0004,0.003359387109528923
2662,Val34,0.0033588588650860754
2013,DIAZDIAZ,0.0033481362123043237
205,iyazk,0.003347269060051862
204,sopubekova,0.003347269060051862
947,1000E,0.003345423273467457
893,Vivoluv,0.003334084308191142
1651,giselam,0.0033262307785198787
1649,Mayte17,0.0033262307785198787
999,HeartFulLiving,0.0033262307785198787
928,mevrick,0.0033079953927910395
1729,alfamale2,0.0033079953927910395
1730,jarman32,0.0033079953927910395
3184,willywan,0.0033072411096837866
3183,Sthomas04178,0.0033072411096837866
1214,Sihi,0.0032938167190453465
3188,selena54oak,0.0032797962313060583
3345,Vaquerita123,0.0032755602503276226
3344,Gil170,0.0032755602503276226
3074,monp,0.0032755602503276226
2495,Victornavarro1,0.003273398779061468
1885,Lusi,0.0032638761922497987
1887,annim,0.0032638761922497987
1515,Rousa,0.0032624875739179623
2375,sandy05,0.0032591384018452467
2587,adib,0.0032542531357032255
2588,Jc,0.0032542531357032255
747,mrboring,0.00324505940421866
813,Julio26,0.00324505940421866
1541,licm,0.0032444252028565406
1648,noeldarks,0.0032274374937795326
173,sonvisgo,0.003221299670783243
689,chefina,0.003221299670783243
175,Sonitaliz,0.003221299670783243
1676,Vero19,0.0032159699410572755
1570,Simuggal,0.003206017727279706
1572,Vladi,0.003206017727279706
2788,KarlyO,0.003200253680988834
3261,Krolita1979,0.0031947662578005434
2927,fkilibar,0.0031927080181021706
2929,Marcin06,0.0031927080181021706
2750,maykelsa2016,0.0031880508568455294
2633,user_53690,0.0031696690742880514
1445,Attila54,0.0031665571861305077
115,Karl_PL,0.0031632561758906945
611,vinylord,0.0031593454227668697
2800,NadiaBoricua,0.0031588581863909167
2807,kei07,0.0031588581863909167
2607,shinitad,0.0031588581863909167
2606,Yesenia,0.0031588581863909167
2336,lslux10,0.003156272705385093
2777,Macris10,0.0031492477299212237
323,rosaini,0.0031436249910436467
1815,calitolucho,0.003130324680474501
2749,giovanni80,0.0031295577646688975
2758,albertoc23,0.0031295577646688975
2763,King95,0.0031295577646688975
2678,Keith59,0.0031295577646688975
2138,sasham,0.0031295577646688975
2794,danielv234,0.0031295577646688975
718,Limava,0.0031294754117309176
648,Maxwell,0.0031279747290320556
496,Cesar327,0.0031279747290320556
1143,antobeba,0.003123640672336649
2993,Stanly20,0.00311694832393992
2874,Jetketeers,0.0031125023523690585
1701,Dieguito36,0.003111968140594355
1704,manuelc234567,0.003111968140594355
1702,45SNAVarro,0.003111968140594355
1703,Eric9966,0.003111968140594355
3120,nicksan,0.0030944811311636954
2936,Hefabega,0.0030919459677729013
222,amor,0.0030664538833448628
2869,Jennifer143,0.0030652043898813774
1287,Julie1974,0.0030571918577133148
1233,Eloy2503A,0.0030366538482806994
1207,KansasCityMan,0.0030366538482806994
1304,Nelson8409,0.0030366538482806994
1328,Mario77,0.0030366538482806994
1265,Yansy,0.0030366538482806994
1251,FireatWill,0.0030366538482806994
1247,ibnAli,0.0030366538482806994
2137,DanAKAdino,0.0030354310748686684
1155,fernandog234,0.003030983564598365
2982,Billy187,0.0030305216589971346
2981,guillec,0.0030305216589971346
2972,yermin,0.0030293757367732617
2985,kavayi,0.0030293757367732617
1890,linar,0.00302911375011912
2975,Arzolajara,0.00302699481446104
1077,Berenice09,0.0030250419882196238
1078,Suleima,0.0030250419882196238
1065,Alexa8,0.0030250419882196238
1080,Dayis,0.0030250419882196238
1079,Roxeet13,0.0030250419882196238
3001,Shaun1955,0.0030208498763958473
1480,EstefanyGiron89,0.003006986623973666
2999,Valery28,0.0030061875851940334
2992,Eves,0.0030061875851940334
2717,MilaIva,0.0030058169969316745
1435,Herick,0.0029973422581024557
421,Jacquies,0.0029937439690583168
521,franxisco793,0.0029932562973200173
1947,davidlust,0.0029910733847222978
2469,Marjorie,0.002985923218942659
249,maribelr,0.002985923218942659
2752,Lilianap,0.002985923218942659
251,Marikita,0.002985923218942659
250,Kenimar,0.002985923218942659
52,cristiana2021,0.0029765492377036343
53,marianne123,0.0029765492377036343
2242,robertoc23456,0.0029738440905819124
2240,maycold,0.0029738440905819124
3041,Dreamsol1,0.002970773169835694
3198,scooter45,0.0029692010534653
3026,Ross,0.0029692010534653
3027,yoankab,0.0029692010534653
3024,Wumpy,0.0029692010534653
3329,diniza36,0.0029692010534653
3025,estellas,0.0029692010534653
1802,jenno,0.0029496843262990105
2352,charly_badillo,0.002949149556747269
2350,reeseh,0.002949149556747269
2351,angelito021084,0.002949149556747269
2399,adi9,0.0029439836853403884
3123,curlscurls,0.0029392728433028045
3154,SQUARRELL2015,0.0029392728433028045
3181,Zak,0.0029324227479558995
1762,Conejita08,0.0029231261549958636
1739,Magnolia10,0.0029231261549958636
2470,mildred19,0.002920743794841087
925,Wkirby91,0.0028970413188985455
1244,Maugio,0.002896135255580938
3172,gissel14,0.0028856277212838235
3179,Jessika,0.0028856277212838235
537,Nick101,0.0028833061022345632
2971,khrystynat,0.0028804253161405836
3017,kanlayarat1975,0.0028804253161405836
911,Julesnatural,0.0028577157490347984
1014,dinoyyyyy,0.0028577157490347984
361,Baly,0.0028481186494168143
368,Dulcecanela16,0.0028481186494168143
1770,marianno,0.0028411266896859804
1041,Jajaja,0.0028410504442315816
711,Kelly94,0.0028410504442315816
1042,milagros777,0.0028410504442315816
2344,Larissa575,0.0028372745191923648
2342,Olga05,0.0028372745191923648
2909,yomairab,0.002830311869538408
2394,sweets,0.0028265702853508
2429,alex33,0.0028196246034966127
838,mariarosal,0.002815827323712568
1685,Orlando1982,0.00279003630720035
1707,wilmana,0.00279003630720035
1838,debbies23,0.002781057469946866
2269,enrk,0.002776486728866996
1410,igork,0.002775378885919836
1411,mperez9,0.002775378885919836
3367,leonelito,0.002775168289133651
1275,Paul746,0.002770579721219858
3149,shaimys,0.00276864455062004
1917,Glow,0.0027678181956274682
829,donv,0.0027558021820994322
832,DennisPalavecino,0.0027558021820994322
831,luisq,0.0027558021820994322
966,Soledad_sol,0.0027517477026013392
910,OMP,0.0027517477026013392
1531,Rainer,0.00274165073710344
1666,Jackyl8383,0.00274165073710344
1655,MEPHISTO,0.00274165073710344
1532,Lismar,0.00274165073710344
1528,frankielhernandez,0.00274165073710344
1533,Feras,0.00274165073710344
1672,Eduard22277,0.00274165073710344
480,Marbella1997,0.002739338472569768
478,Valeriam1995,0.002739338472569768
476,Taisia,0.002739338472569768
661,Alexamar,0.002739338472569768
429,davemac,0.0027392760528255513
1221,Santhosh1232,0.0027392760528255513
1231,VolkanCyprus,0.0027392760528255513
1169,twotallz,0.0027392760528255513
1215,ljubec70,0.0027392760528255513
1200,JviOt,0.0027392760528255513
1205,Deepak745,0.0027392760528255513
1196,Luismanuelsh,0.0027392760528255513
989,Amor32,0.0027392760528255513
631,jafm,0.0027392760528255513
1137,518145,0.0027392760528255513
3307,Kidna76,0.002725256558253473
3095,Veronika,0.002718217300089132
432,Eric88,0.0027144918922302366
2184,Melena,0.0027079286951272054
1989,helenabass65,0.0027079286951272054
2178,somo,0.0027079286951272054
269,Sergey_1979_26,0.002707783502082367
525,karlsaniel,0.0027029860843706404
2181,Stanleyman3463,0.0026966632020255336
365,vavh,0.00269446674859098
2828,amitr,0.0026903210083387857
2827,eddied,0.0026903210083387857
2826,ale89,0.0026903210083387857
2862,alejandroa23,0.0026903210083387857
2829,albarob,0.0026903210083387857
3162,maryj2,0.002686167778970437
3176,Marla2031,0.002686167778970437
1650,Maira120,0.002672433399391262
3206,logan8888,0.0026710853057469158
3153,alegna137,0.0026531320099636843
3152,babydoll,0.0026531320099636843
3252,StephanieAnne,0.0026462949683794135
2481,alejor,0.0026414799507215726
3300,DANNA,0.00264041551829764
3299,eldim,0.00264041551829764
901,Edu89,0.0026392638333788757
3167,Aurora081180,0.0026221038479391067
461,joao1966,0.002619243358467005
2808,Franja,0.0026184850565774947
1299,Bluelonely84,0.0026176005419758096
585,Miltondelahoz,0.0026125515870928573
583,Vulcano,0.0026125515870928573
2502,frankp2,0.002609428804808867
213,Highlanddad,0.002609428804808867
2838,acebigalows,0.002609428804808867
2839,robbyinchains,0.002609428804808867
2505,Cueche,0.0026084606279679935
1614,Countrygurl,0.0026059703382220684
2830,marinelly,0.0026052165085954787
1864,yaimar,0.0026052165085954787
2818,maglyl,0.0026052165085954787
2387,KalaMar,0.0026052165085954787
2385,Trueblue,0.0026052165085954787
286,Simplelife,0.0026052165085954787
880,LuisaFernanda2016,0.0026052165085954787
1433,foreverx,0.0026034186859285983
937,TNemo,0.0025910240235683386
2520,celticgrey,0.0025890214934532977
802,rpjava59,0.0025890214934532977
2501,pedropablop,0.0025890214934532977
3233,andya,0.002585841405847777
3015,dominon0,0.002585841405847777
3236,HimUa,0.002585841405847777
3110,Maverick,0.002585841405847777
227,mistylight,0.0025803433340324216
2915,blueeyedbear12,0.0025660420670286636
271,stacyayoki,0.002551156841723009
973,Ishercol,0.0025325164228663798
976,Pao82,0.0025325164228663798
972,Geanina,0.0025325164228663798
1709,kinglildrewbie,0.002529553952047354
1439,Sebastiansago30,0.002529553952047354
2705,Milanka,0.0024993766849274904
2035,mireya,0.002494040584695429
2795,granita,0.0024849396308793017
2260,paa3567,0.0024777450530115972
1813,felisag,0.0024688488937644653
1814,Raymis,0.0024688488937644653
598,Svet_Lana,0.0024688488937644653
904,Lizet1983,0.00246287779974562
903,Melissa359,0.00246287779974562
905,Sheira,0.00246287779974562
2278,Amadiss,0.002438552331240241
2451,geoffp,0.002437454585858236
787,yasemina_65,0.0024312287779370075
2719,dd,0.0024299386237081467
3212,princess,0.00240813073688827
3210,Estrela,0.00240813073688827
2493,huanmax,0.002397597489368336
423,kamilom,0.002364923311197888
425,Eduard1963,0.002364923311197888
427,joselrojas,0.002364923311197888
2779,Colombiana55,0.0023647518070183996
2814,dianahincapie3,0.0023647518070183996
789,KarY20,0.0023551033048511286
708,Rosita27,0.0023401455835080384
2402,jaanusr,0.002331877217276385
2403,rushtont,0.002331877217276385
2405,georgek234,0.002331877217276385
2401,tony247,0.002331877217276385
530,AlissonPF,0.0023309462607185197
531,raymitlepcha,0.0023309462607185197
532,Andrea2007,0.0023309462607185197
534,jfchandler67,0.0023309462607185197
1266,skeila,0.002329148804556674
2990,dario123,0.0023268152108444533
3012,Alvaro27,0.0023268152108444533
2037,Azul25,0.0023245183032748794
2036,anjeline,0.0023245183032748794
3061,Pimientilla,0.0023015469253922062
1286,Orlsirias,0.0022976420237103
1051,AndysLuis,0.0022884823357751725
1053,heyder071,0.0022884823357751725
1054,IGNACIO39,0.0022884823357751725
3290,richard1711,0.0022820810386951005
1158,Dieus,0.002278863834543773
922,ccepedaisidro,0.0022754873005295063
1846,AllenKey23,0.002261524837695192
1847,dariom2,0.002261524837695192
2837,Eddine2016,0.002260771257173002
3287,Mizo,0.002249469178922862
3160,Wg1980,0.0022494335662855505
1064,Richard111,0.0022358239903322555
1760,mgonzalesz08,0.002235626149263213
1743,ariel1986,0.002235626149263213
