Experiment,Average PCC Score
53184,19744.993376036306
51816,19744.992686000733
54117,19744.99233216616
54540,19744.991681873566
52606,19744.991243814588
56551,19744.991076990766
54040,19744.990992642946
55016,19744.99000506872
55656,19744.98956358921
55657,19744.98956358921
54868,19744.989473893005
51684,19744.989302076505
53392,19744.988799728344
52607,19744.988487178667
53458,19744.988415668566
53124,19744.988376449353
54867,19744.988365967394
55377,19744.98811717391
54141,19744.987919814976
53641,19744.986578217686
54711,19744.986553477913
53113,19744.9864291836
52732,19744.98391283691
54291,19744.98377694073
53747,19744.98350751406
54695,19744.983505443517
55635,19744.98334394914
54203,19744.982898519735
50923,19744.982898385653
53742,19744.98273600388
55412,19744.982327905207
51425,19744.98226355845
51596,19744.98207349232
52037,19744.980726645215
51663,19744.980260755572
53270,19744.979484699285
51016,19744.979209991765
51474,19744.978906395798
55978,19744.97850144647
55872,19744.97833280923
51298,19744.978284632274
54422,19744.978116760547
52209,19744.97806658374
56536,19744.977997452974
54994,19744.97712189967
53548,19744.97695167322
52592,19744.97690408724
54189,19744.976591100225
56408,19744.976458615412
52210,19744.976417343176
56945,19744.976219100547
56946,19744.976219100547
53698,19744.975722821757
55471,19744.975608702007
54497,19744.975201041707
52094,19744.974432579802
54853,19744.97405896447
53786,19744.97317707826
54236,19744.97303468465
54069,19744.972937013354
52633,19744.97285840175
51894,19744.972614693626
52495,19744.972348585394
56406,19744.972100631003
50991,19744.97191181211
56266,19744.97184002712
51680,19744.97166873198
56009,19744.97151517262
56106,19744.97067598162
52641,19744.970640398322
55582,19744.970640398322
54445,19744.97034317217
54771,19744.970317269886
56210,19744.97001022372
54244,19744.9694219431
54349,19744.968683913125
54786,19744.968355466866
56753,19744.967554564537
55937,19744.96755046027
56053,19744.967009736712
56085,19744.966676243428
56259,19744.96615336794
55250,19744.96588867867
56232,19744.965732153683
51239,19744.964554352424
54193,19744.964458887
51559,19744.964419611315
54492,19744.96402001636
54529,19744.96402001636
53341,19744.963833205926
52898,19744.963311060026
51886,19744.963131208784
50986,19744.96299661576
55421,19744.96256025226
52078,19744.962057478886
55154,19744.96183634979
55531,19744.961652742866
53415,19744.961199729376
51945,19744.960709429928
54257,19744.959460016158
52969,19744.959199702884
53609,19744.95879112965
51545,19744.958155192573
56111,19744.957282566076
54209,19744.956202688725
54481,19744.954388994513
56498,19744.95411866356
56823,19744.95411866356
51116,19744.95366954457
53593,19744.953044076425
55559,19744.953044076425
55575,19744.953044076425
54090,19744.94972661503
53402,19744.946795144126
51300,19744.944074753945
53375,19744.942565479254
53054,19744.93889261123
56035,19744.93301356383
51103,19744.932990355715
53534,19744.92097873847
56718,19729.837220426918
53546,19728.65033044
55290,19728.599595078496
51685,19728.569422167493
56472,19716.413111289054
53693,19700.017854209465
55128,19699.98955573995
51475,19699.963730722156
54198,19696.5526987216
51870,19696.512132571268
51952,19680.392486416436
55586,19680.38410203079
55066,19680.376192067914
54410,19680.364864147497
52452,19667.876321849217
52090,19667.83755590446
56103,19667.835943085807
54300,19665.99897757921
53394,19661.939863289852
56145,19638.791740732293
52099,19638.757722494418
52312,19638.75746007987
54954,19631.1153686047
55881,19631.1153686047
54462,19631.107343679287
54265,19628.38503248124
51508,19628.361216827096
55465,19628.311103628865
52418,19627.533699573898
51365,19627.532163209686
56335,19627.518867666437
51788,19627.51833227645
51793,19627.51738465896
52445,19627.514896208577
52993,19627.513723237225
55380,19627.510097512044
53477,19627.508534208802
55695,19627.502666469467
54249,19627.501775244433
54538,19605.337888590333
53603,19605.313009334997
52908,19605.312417529516
53656,19605.311395619086
54017,19605.311367674894
55386,19605.306482923843
55107,19605.304166785798
54152,19591.910588830164
55720,19584.522672608215
55460,19584.513667679497
54113,19577.87677382219
52083,19565.521183159064
51529,19565.21294603622
56033,19563.406634382285
53459,19561.1428407602
52941,19561.139606152217
53114,19561.133506909908
54728,19561.12336306625
53148,19561.121555612866
53120,19561.12050172236
56567,19561.117390580806
53304,19561.115811136504
51814,19561.11467315566
55604,19561.11159531054
55433,19561.10879814136
51185,19561.095950049552
56769,19543.06675041272
55300,19543.057693322684
53204,19529.44987189289
52415,19529.4152372475
55004,19529.413559049783
54891,19529.40584356941
54395,19479.08839951683
51520,19454.239646042668
52066,19451.87050852251
54647,19451.862516125217
54545,19442.03831612982
51249,19441.97592931438
50919,19402.81948533655
55213,19402.804629637518
55669,19402.804629637518
55771,19402.804629637518
55941,19402.804629637518
53228,19401.451778223724
56903,19400.267833763224
56904,19400.267833763224
54598,19389.31929915419
56211,19379.70134881291
52526,19377.969221769825
55748,19377.962837511244
51851,19377.960783614904
54518,19377.952051730324
52385,19377.950399589838
53043,19377.947015844326
53638,19377.94425560373
51414,19354.161154202335
55588,19343.154223305366
55508,19343.152447903463
55169,19340.495183498548
53683,19340.43706472975
51737,19331.90700678337
53059,19331.016449324474
52952,19327.56146634704
56424,19325.95817000251
55086,19325.946640846574
53373,19325.937207307063
54546,19325.930969501496
52779,19325.92278065506
53369,19325.91780622323
55866,19325.914452232148
55992,19311.793087608417
52972,19310.70551486939
51396,19304.249889867024
55600,19303.079583963387
55241,19303.076734957784
51938,19302.547454853036
55557,19302.54420079729
53596,19302.53563911306
55666,19301.184775996764
52805,19301.17049965747
52183,19301.16960086269
56548,19294.63341765002
52171,19294.63266484839
56788,19294.623994185018
52265,19294.59730380507
52748,19294.594096595996
51327,19294.58310720968
56545,19294.571467084883
51428,19294.526265359877
52631,19294.508332923702
56039,19291.154660939068
53095,19291.112595814426
52207,19289.882295125648
52388,19288.50420285416
51329,19288.50181481732
54170,19288.499582666987
54328,19288.495670149354
55381,19288.486516220662
54348,19288.484241080663
54168,19288.42073648676
52513,19274.611358363294
53482,19263.42266583388
52650,19244.106373357823
53830,19244.068637866818
53720,19243.71028724392
54650,19240.020354726752
54503,19240.00671615752
51892,19238.674450540006
56218,19237.89559518689
54732,19237.890188237277
53538,19237.87396662341
56325,19237.86191719725
55951,19237.859568644286
56522,19237.85906753149
54167,19234.108467404254
56458,19234.093298627755
56485,19234.090079565543
56745,19234.085961620465
52992,19234.08351005958
56559,19234.082719260325
54099,19234.081302490857
55841,19234.078486473434
53325,19234.078450924506
56737,19234.077243245694
52024,19234.07697673414
51898,19234.074392400144
53376,19234.068992321656
54748,19234.0634397267
50948,19234.063239919342
55153,19234.06194598112
56290,19234.05845657951
53775,19234.05825268892
55812,19234.053424226848
51895,19234.053023277007
54997,19234.048043689807
54549,19234.045849952923
51316,19234.04528278481
52293,19234.033923566414
52995,19224.447007497638
52129,19221.770788697173
55329,19219.22180676851
54004,19213.038050912895
54799,19207.744979946372
53865,19205.03543598065
51861,19201.627313130957
53197,19201.617246143433
53545,19201.61368941269
56289,19201.599830961102
56431,19201.599830961102
53299,19201.591902736604
55628,19201.590021483225
52215,19201.58970924622
52793,19200.778322209884
51039,19196.783939314504
51262,19181.434882911315
54357,19181.400820442137
54754,19180.717488282375
56747,19174.748642176106
53924,19158.12359899399
56048,19149.637679847026
55043,19149.626957206307
52646,19149.626950947906
55121,19149.61526579596
55563,19149.612343745153
56880,19149.607319845825
56881,19149.607319845825
56288,19149.604433920103
52441,19149.60082429994
51105,19149.59524704981
55262,19149.592004823186
55791,19149.571378874818
54467,19142.85198839517
56658,19138.712802507445
54871,19138.710555502756
51850,19138.70594227334
52551,19138.6868275438
53647,19130.995566193837
51083,19122.66871685643
52971,19118.372072739185
54562,19118.303066608896
53349,19118.046036350752
51936,19118.041674441534
55882,19118.039673904113
54669,19118.033758456684
54838,19118.031711034862
55424,19118.022297278272
54059,19118.02077822483
53291,19118.017896878977
56070,19118.01719720955
53306,19118.015205557298
56301,19118.014198342247
56157,19118.011808103383
55355,19118.009127122794
53117,19118.008871848975
54482,19118.00701133093
53150,19118.002577800024
51216,19117.97301654233
54032,19117.97127229676
54148,19109.640692337205
51877,19106.83038409787
51244,19096.091293251262
53673,19092.24564302866
53248,19090.152678506558
53927,19090.15041219065
53160,19090.14989981673
55418,19090.144480217004
51973,19090.14397605387
51987,19090.141156278005
53527,19090.134004832624
53621,19087.447864813177
55088,19080.351235296483
55877,19080.341110201738
52404,19080.33871154679
52988,19080.33757540814
51868,19079.991701759503
55765,19079.98349416341
53216,19079.98255521761
52233,19079.97985171357
53767,19079.975168563946
54547,19079.971292171413
52610,19079.96854810547
54667,19079.967813571064
52543,19079.96111864957
56734,19079.959789284105
54559,19079.959109807933
55542,19079.957661134395
54329,19079.95584318649
53089,19079.954111596973
53275,19079.950510984232
52290,19079.94506406315
51754,19079.94258137512
54578,19079.933604058988
54453,19079.93297010514
52152,19079.927587413335
56281,19079.92315869351
53728,19079.919002535462
54824,19079.905984116667
53776,19079.905178454275
54739,19079.899243937663
54210,19079.888605284803
51081,19079.882831874096
52056,19079.882831874096
54181,19079.882831874096
54212,19079.882831874096
55402,19079.882831874096
56089,19079.881785320165
53253,19063.532705071764
56518,19055.519987160984
53066,19055.509368429637
55751,19055.500878386807
54995,19055.49719644954
54405,19055.494298996848
54177,19055.491710738905
52639,19055.491041725494
54299,19055.486537718993
52975,19055.4864598923
52895,19055.47386955786
53286,19055.465628690996
54030,19055.459780165198
54287,19055.45725756413
54005,19051.60348979354
56312,19028.005745075716
53332,19027.996386658473
52380,19027.973893257928
52627,19027.961155406796
54089,19027.95440801958
52715,19027.950611608896
55517,19027.94870319622
54848,19027.94709925293
52838,19027.939769828103
51707,19027.937837260637
53024,19027.935779722142
55624,19027.930988779783
54888,19027.930309090447
51977,19027.918585651212
56773,19027.917642394477
54294,19027.914630651776
54268,19027.90419152473
54743,19027.898354155852
53996,19027.65628555345
53906,19025.57042773448
56519,19025.535558037034
56396,19025.526022196125
54442,19025.524656429476
53034,19025.485577955602
56821,19012.719384900724
55074,19012.685348542513
52875,19012.67252248472
52801,19012.670537565948
53652,19012.630685819506
54123,19010.856954856186
54516,19007.782371482965
56043,19007.75978537746
52077,18980.10403289838
51075,18980.083669315678
55608,18980.071991149645
51836,18980.071659507346
52874,18980.06929505581
54750,18980.068502469407
54829,18980.063731568353
55828,18980.060103063373
52963,18980.057801792602
51620,18980.056045414985
56733,18980.0499328971
56434,18980.048689170675
54087,18980.043280476217
55697,18980.036359204874
53501,18980.03583496737
53716,18980.031492748945
53432,18980.02508367317
53140,18980.02006099021
55045,18968.0321004631
53036,18967.68720452546
54473,18960.79380778483
55925,18960.780635805266
52518,18960.779728474776
56224,18960.775252487765
52284,18960.774300535275
55627,18960.766817164895
55532,18960.76242686045
53063,18960.761266266847
51800,18960.757530941744
51733,18960.756667005207
54448,18960.75439181862
54765,18960.74249861766
51683,18960.740928367
54521,18960.73763911504
55010,18960.73731989356
55133,18960.736763226738
55590,18960.726851210005
52855,18960.723358814437
51148,18959.028339467688
54477,18950.435176920473
52521,18942.629548026183
55942,18941.06645697049
56534,18941.063333276474
56189,18941.0431347803
55911,18941.035391786405
56772,18939.128516218763
56574,18931.734531882492
54946,18908.06974069702
51339,18898.869642230733
51802,18898.176881574178
53889,18890.984040471525
53920,18862.71128344148
53157,18862.679353301446
51935,18862.67171119183
55188,18844.980680081404
51227,18844.41064598159
51390,18844.37286861887
51794,18842.994073243808
51878,18842.959078613887
56590,18840.361306418014
56647,18838.140229630728
52557,18838.13638895125
55829,18838.135828962542
54922,18838.131247850888
51934,18838.123191690593
51280,18838.118481992806
52298,18838.113961322073
54320,18838.111051829947
56191,18838.105922030372
53123,18838.101746656328
53901,18838.098705133427
51872,18838.09185137597
52434,18838.090506804805
55185,18838.090346290952
53582,18838.090270574095
54010,18838.0896491614
51047,18838.088981795918
53064,18838.088252388927
56792,18838.086921610313
51927,18838.083554283403
56314,18838.082388541818
50996,18838.08172064632
53360,18838.07979942116
55166,18838.0791554705
51398,18838.075834901945
56566,18838.07576505194
53027,18838.075742980258
51413,18838.074198771534
55220,18838.07337198849
52479,18838.071486273016
52804,18838.070454787838
54355,18838.070413161193
53236,18838.06887893576
53694,18838.0688442563
53052,18838.068631969356
55779,18838.068541083376
54522,18838.06682446053
52259,18838.06557204629
52414,18838.064795185448
52608,18838.064548613693
55867,18838.06439376402
55839,18838.06387058655
56262,18838.063656241462
53156,18838.063131946496
54000,18838.063048242897
52053,18838.06250822618
55068,18838.06171014913
54832,18838.059257581237
51046,18838.058108115914
51048,18838.058108115914
56121,18838.057299933476
52031,18838.055976563206
52433,18838.054593924775
54528,18838.054403503476
52836,18838.053949210174
56982,18838.05385253401
56983,18838.05385253401
53480,18838.053699330245
51566,18838.05331268516
52297,18838.04926330722
55473,18838.046436940283
53238,18838.045464475905
53517,18838.043686158617
56775,18838.04280240337
53215,18838.039438475505
51944,18838.038696917116
53017,18838.035045111134
51478,18838.033545536236
55927,18838.032251779765
52830,18838.032208186334
51251,18838.025656099962
53813,18838.024740734752
55116,18838.024612384343
52352,18838.02343569553
56098,18838.016347105797
52497,18838.010769747827
55487,18838.00794559112
53829,18837.993248447114
53833,18837.991303782175
51400,18835.45896809492
53832,18830.88524407557
55168,18830.21474978978
55140,18830.17435410148
51319,18823.928774328877
54773,18800.51245848134
53285,18800.509381709366
52041,18794.116022265316
53097,18794.10934118073
53561,18794.1087456358
53765,18794.100889093104
53686,18794.10010159129
50967,18794.09854293394
56503,18794.092262879876
53440,18794.0911475603
56731,18794.090903980068
54298,18794.088103245238
51956,18794.083312363437
51210,18794.080785652302
51142,18794.07965181095
55277,18794.078728878954
54686,18794.075346443693
56672,18794.074145331317
51799,18794.07316674892
55455,18794.07249198902
50927,18794.061566956138
55464,18794.05797402143
53690,18794.05610559425
55948,18794.05104248937
56028,18794.04283036323
55658,18794.038028873267
54058,18794.03465990953
53562,18787.29502668831
56709,18771.949803365278
53559,18771.91228226063
55092,18771.895646945723
53611,18771.87600221488
55615,18767.699659191865
55857,18767.693002528023
56072,18767.68677131729
56767,18767.68677131729
55612,18767.685774819507
53899,18767.676685957613
54880,18754.975317903685
55115,18752.235645493838
51021,18752.225430012564
53898,18746.51622126253
51804,18746.51531962986
54048,18743.99081397761
52464,18734.76452120693
52006,18734.743873244464
53552,18734.07032162656
54140,18719.58836869842
55469,18708.326175777336
53456,18708.324013167665
55633,18708.29668632721
51582,18708.247266538823
52322,18706.69506164185
56409,18703.63433358295
54902,18703.6283625937
56338,18703.6219306928
52603,18703.613863876468
55533,18703.612537549256
55630,18703.611762597917
56324,18703.607777673053
55014,18703.605018505856
55731,18703.60436624272
56093,18703.603714555247
51772,18703.60049574153
55409,18703.59703984636
52440,18703.596113616342
55874,18703.595896549414
55931,18703.595896549414
56512,18703.595805846067
56272,18703.59106696189
52653,18703.589128519357
52471,18703.587431004133
55205,18703.585799792196
55687,18703.5846847687
54504,18703.584365867526
52304,18703.583593947675
55159,18703.583055835734
53485,18703.58272058011
56888,18703.578498738545
56889,18703.578498738545
52883,18703.57781664263
53307,18703.577176429368
51777,18703.577033222093
56895,18703.576223177308
56896,18703.576223177308
54625,18703.575619763153
51928,18703.574624269542
55204,18703.572586097005
54808,18703.571774149237
51964,18703.571710236065
51276,18703.569994284833
55192,18703.56956056347
53880,18703.569269905816
54378,18703.56799783711
52075,18703.56658169222
51951,18703.565696461417
52582,18703.565534178306
53072,18703.565293990636
55518,18703.565203063597
51656,18703.56448797527
54086,18703.563790406384
51328,18703.56355642778
51504,18703.56347810837
53632,18703.563330133486
53175,18703.562890154186
53147,18703.56274999336
52915,18703.562160319474
53003,18703.56146327535
56115,18703.561351975026
52910,18703.561212489196
52470,18703.560832443916
55134,18703.56072115288
51847,18703.560582723927
55479,18703.5599961115
56150,18703.559404336986
52567,18703.55920385297
53483,18703.559048355786
55696,18703.558987687506
54487,18703.558515455406
55934,18703.558314356185
53454,18703.558142631526
51890,18703.557707875116
56017,18703.557598179417
51100,18703.557188727063
55242,18703.557169012147
56180,18703.556900962634
52873,18703.55685561067
51176,18703.556426435724
56633,18703.55597615057
53772,18703.55595498229
54310,18703.555805596632
51897,18703.555405108382
51899,18703.553734325982
55376,18703.552848839165
51743,18703.552304280525
53503,18703.551004853416
53657,18703.55072289751
53492,18703.550626945533
52342,18703.550212766764
54677,18703.55000590212
55837,18703.549189518166
52416,18703.548376528903
55182,18703.547686977578
50928,18703.547584331453
55622,18703.547214849965
51345,18703.54706112357
55260,18703.546704419197
56029,18703.54630208925
53684,18703.54609907797
52144,18703.545689062936
53659,18703.545507720886
52678,18703.545402124124
55522,18703.54519894954
55361,18703.545059257805
56720,18703.545013369
55499,18703.54494604932
51993,18703.544775645663
53808,18703.544516862086
52859,18703.54442993376
52173,18703.543583257084
51641,18703.543581241123
52092,18703.541618849096
51577,18703.541091318657
54670,18703.540828939906
54752,18703.540759418527
55218,18703.540710666468
53435,18703.540228282556
51143,18703.539983305513
53381,18703.539473288125
53557,18703.53940023324
56168,18703.53882328875
51115,18703.53799328879
54603,18703.53675013222
52135,18703.535876954033
54866,18703.535682711063
55797,18703.534903762844
55237,18703.533914434414
54266,18703.533686498693
54408,18703.533283284498
51458,18703.53226627614
51271,18703.531726599205
53173,18703.530996140325
52968,18703.53087084725
51608,18703.530267424772
51283,18703.530178453722
54613,18703.53012506077
51612,18703.52961710594
53413,18703.52950752603
55312,18703.528373176425
54364,18703.52800735505
52978,18703.526152900937
52015,18703.525750983667
55800,18703.525171287376
51373,18703.52499963671
55403,18703.523625345326
55071,18703.523612213925
53782,18703.523438349097
52070,18703.523399873422
53029,18703.522844448216
53062,18703.522844448216
52161,18703.522835989963
56100,18703.52235090675
55063,18703.516119215165
54352,18703.51495014641
52974,18703.51372753746
55650,18703.512915489657
52204,18703.507681840383
52625,18703.505734159913
51713,18703.503847128573
53022,18703.501047538062
54572,18703.499807435226
54297,18703.499236422354
51766,18703.491580793114
51241,18703.479968781998
56105,18688.21466849989
53885,18688.18749720448
53416,18667.561263615768
51791,18667.55749135941
53019,18667.54870311649
56050,18667.541411998835
52823,18667.534273871446
52047,18667.53277696787
51448,18667.52926204361
55815,18667.526713947263
54835,18667.516440624113
53186,18667.51586802322
54173,18667.51122727822
52534,18667.505397870078
56689,18667.504750802742
52976,18667.504256057033
55981,18667.50356475599
54791,18667.498451316835
54401,18667.496284336106
52777,18667.494571654483
54166,18667.49199243343
54483,18667.485163177356
51111,18667.483704645936
54673,18667.483455553236
55775,18667.475878819572
53558,18667.475098901483
56738,18667.472739279954
52942,18667.471746636536
53754,18667.46609472141
53399,18667.466002501216
53723,18667.4653341381
52292,18667.461709618678
55700,18667.461191496106
55962,18667.461191496106
56025,18667.461191496106
51440,18667.452308281754
55287,18667.44459056388
56850,18667.44450490476
56851,18667.44450490476
53126,18667.427784809443
54015,18667.421456446413
54519,18659.672297442154
54245,18650.932383071256
55475,18644.75627912842
53585,18627.47054953249
51490,18627.453426446165
55030,18623.52621339131
54233,18623.51975885162
51552,18623.499946669544
52635,18623.498212541144
52218,18623.49779499433
51211,18623.490232525866
55763,18623.487844717685
51557,18623.4850543263
53451,18623.482543332226
54067,18610.450580656674
56417,18604.09489235501
54006,18590.733638307385
55834,18582.901170036283
54896,18581.819086479347
52778,18581.798475208627
54507,18581.783256543662
54662,18581.771517281537
55813,18581.761770374847
56725,18581.759777672472
55163,18580.335866512512
53510,18580.318395964554
52082,18580.27778460049
53188,18580.272844058272
50944,18580.268023789024
51543,18580.267301887776
53408,18580.258577887973
55757,18580.257234815326
52022,18580.256117903635
52659,18580.23564506256
55545,18580.21522467916
54073,18576.22937556578
51058,18573.743846950518
52571,18573.730843472884
51181,18573.720129240028
55811,18572.110144774357
51960,18572.095953365882
56724,18572.055973900067
56466,18572.02642215797
53232,18565.136387289695
54666,18565.125991429304
53056,18565.11935535007
51424,18564.957259146733
55278,18564.93499722011
54161,18564.899439033026
56667,18558.234109911915
56346,18558.182014112528
55770,18558.14280782953
51436,18549.721718438526
53374,18549.70970285468
52997,18549.705881296824
54987,18549.70552247709
54259,18549.690735012446
54675,18549.69047574727
52119,18549.687230965195
52758,18549.686535873094
54934,18549.684169414395
53405,18549.68203273604
52051,18549.675982521876
51412,18549.67335479863
53327,18549.671695988665
53031,18549.65713668845
51285,18549.65002584365
52033,18549.64600569237
52257,18549.64364368742
54664,18549.63454729712
53713,18549.628990490317
53539,18549.613708643246
55174,18549.606070323287
52386,18547.822587523988
53925,18547.81406960165
51815,18540.87540261741
52111,18532.102740550854
53586,18529.1435256248
56755,18529.129173289853
55449,18529.114394134216
52422,18520.789557290016
54911,18520.779707727168
55495,18520.77795574846
55064,18520.772373640255
55425,18520.76398871138
53239,18520.76145349819
52390,18520.75351469683
54078,18520.750191316252
56677,18520.74400958024
52308,18520.736667187226
52528,18520.732966675634
55081,18520.72850194562
50984,18520.727757477856
53672,18520.727438725924
51132,18520.725690800755
51765,18520.700742676545
52329,18520.69805575214
54841,18520.688913404898
55491,18520.67618290853
51025,18520.666376443805
53972,18520.665092469346
54241,18513.687463304253
52269,18513.640415377962
55233,18513.326204394565
53312,18512.89449177167
54284,18471.999961905596
56644,18469.931378125002
55963,18458.977777561573
54047,18448.543301757625
55675,18448.38552163835
54171,18448.383590754413
51197,18448.370705122386
52220,18448.35785029192
51028,18448.355407047296
55342,18448.34937728862
55229,18448.344813441865
55576,18448.342911396634
51926,18448.33720752542
53393,18409.696256993815
52691,18409.67854611876
52356,18399.249979420063
51484,18398.617668913947
51921,18389.53567320989
53604,18382.18253051259
53961,18379.66739878443
56919,18379.184812002102
56920,18379.184812002102
56071,18379.17760443023
56929,18379.163703690094
56930,18379.163703690094
55095,18379.15884558696
56980,18379.15170407289
56981,18379.15170407289
51562,18379.151004711923
55082,18379.14454523044
54825,18379.144488479662
51450,18379.139463113945
51624,18379.1344649118
56654,18379.129331893004
53935,18379.12131523722
51091,18379.11778037746
54941,18379.115703414926
55382,18379.1152660415
55581,18379.11299273706
53303,18379.112586104628
54840,18379.111410974027
54676,18379.110848984317
53536,18379.108013489138
51888,18379.104734759258
52575,18379.104553458226
52697,18379.103401517088
53518,18379.09879912269
53177,18379.0959425992
54163,18379.09464899536
56392,18379.094621991466
54951,18379.09014128688
53910,18379.088605141507
51264,18379.086814251845
52127,18379.083337245407
53251,18379.082866462188
54071,18379.075838779856
55264,18379.074960665184
55167,18379.063551685857
52044,18379.05921732526
54176,18379.05820603764
53999,18379.045855318946
54727,18362.020362104697
56882,18361.95717911008
56883,18361.95717911008
51332,18352.734649024223
56395,18345.509909495093
55223,18345.47207119923
56411,18345.467037769886
52881,18345.43740373134
54649,18345.426154121757
51248,18345.422511596797
54097,18345.411675803913
51515,18345.40941407299
55239,18345.394523279705
52270,18345.38390102453
51604,18345.37680755492
50934,18345.37596217378
52165,18345.363674699514
53627,18345.360079453112
53439,18338.091272114798
53010,18329.57791567727
54129,18323.617030888065
52128,18323.560820406106
54510,18323.55556290267
55183,18323.553292423545
52809,18323.5424795762
51826,18301.268463093293
52601,18292.834938025637
52832,18262.96784774176
55248,18262.714683582617
54314,18262.70380104609
52169,18262.64368571277
56436,18236.019233909785
55873,18226.17515597317
54126,18217.805254944353
53907,18215.883994991276
53575,18215.863685718727
53827,18215.859064089753
55254,18204.368081436256
56681,18203.37415957483
51444,18191.943894097723
53574,18187.268956201435
56075,18186.916580306828
56244,18186.889932897702
54237,18186.88236996221
51678,18186.850515108625
52054,18186.844950021565
53998,18186.827222429634
55998,18186.820189849015
55574,18186.814866305594
52561,18186.81470739767
51173,18186.798682386914
54525,18186.796898024393
51049,18186.79036464315
52596,18186.779664999707
56666,18186.776473725367
55206,18186.769351185027
51429,18177.015360216672
53635,18176.974225021928
56184,18176.970613723122
50956,18176.90589827387
52337,18175.74651663817
51050,18174.835570408002
51485,18172.93993604085
55079,18167.350188227992
56171,18167.318215277533
55436,18162.191825924165
51054,18162.01747085872
56300,18160.473255361558
51742,18160.46442190556
56268,18160.45715854865
51550,18160.45674009402
55913,18160.45404814656
56334,18160.4526747591
51302,18160.44904932192
53128,18160.445941952486
51093,18160.432175309754
54876,18160.420265144436
52186,18160.413886855255
56202,18160.413774046134
55257,18159.029346840885
53884,18159.01261348164
53174,18154.60531774851
55440,18150.868271262698
56348,18150.860314471698
55085,18150.860126071715
56097,18150.845646619913
51322,18150.830943271856
56797,18150.828685225057
56495,18150.826935897923
56083,18150.81906044379
52243,18150.815351494883
54945,18150.814451360748
56349,18150.813733626164
52439,18150.81123586327
55556,18150.81078503514
52188,18150.80859947211
52746,18150.80797713224
54599,18150.807063702952
56110,18150.8067784181
54694,18150.805694749743
55717,18150.804680575708
51801,18150.80299142465
56246,18150.801159633596
54755,18150.800386704417
56003,18150.80016611411
56257,18150.798362954338
56242,18150.79801643928
56127,18150.79779864101
52576,18150.79768332793
55263,18150.796473791313
56131,18150.793477476524
55429,18150.793439414214
53390,18150.793401060964
51015,18150.78989021296
51540,18150.789527995214
54993,18150.788668273028
52878,18150.788500175397
56241,18150.787882103574
52671,18150.787488182665
56691,18150.786983477767
56430,18150.78664440249
56530,18150.786466052807
56344,18150.785939122536
56496,18150.785931634317
54215,18150.785913202486
52378,18150.78153572882
56315,18150.780787171236
51059,18150.780690251802
56629,18150.77851755129
55325,18150.775886770738
56275,18150.7752961912
54382,18150.775024197417
54333,18150.773963273008
51546,18150.77368199995
55922,18150.77347799448
54387,18150.773437885277
56617,18150.772249480135
52696,18150.771801399682
55038,18150.771180525833
55214,18150.770573387992
53427,18150.77027289941
54631,18150.77023811007
52088,18150.770167900882
55842,18150.768881433065
52651,18150.768879881223
54388,18150.768132318906
55535,18150.767990028246
55171,18150.76796439969
52149,18150.767919798483
55098,18150.76699098537
51820,18150.766310499836
55899,18150.76582708916
56342,18150.765782818416
56000,18150.765676845895
55070,18150.765447315403
56441,18150.76531931955
53276,18150.765216817967
52598,18150.764163330845
53437,18150.764044506934
56116,18150.7640186809
55631,18150.76401845538
55395,18150.762739883194
51029,18150.762044636424
51701,18150.76173849972
56304,18150.761415981695
52640,18150.76139471497
55388,18150.759083595487
53852,18150.75887417896
56239,18150.75860029303
56757,18150.758568667683
56690,18150.758525789744
52676,18150.758389950402
55335,18150.758159622863
56565,18150.757514665027
54558,18150.75732104376
55990,18150.756247472927
56604,18150.755899550328
55350,18150.755830944232
54702,18150.75579284307
56004,18150.754875842846
54146,18150.754216989597
53802,18150.753773360513
52017,18150.75350004229
51008,18150.75335978857
54696,18150.75315298045
51301,18150.753012854275
56219,18150.752944802494
54872,18150.752706717998
53468,18150.75255081062
56447,18150.752152052177
51136,18150.751650942133
56759,18150.751257955108
54859,18150.75103937869
52673,18150.750234764655
52944,18150.749968839817
52457,18150.749259536948
55002,18150.74887532072
56280,18150.747510353474
52498,18150.747287273865
52508,18150.74718683477
52902,18150.746965524995
53205,18150.746853573666
53639,18150.7458011301
56076,18150.745291847863
56365,18150.744783666294
56432,18150.744628334956
53732,18150.74420946443
56876,18150.74379464591
56877,18150.74379464591
51076,18150.743578620648
53844,18150.743316328728
56172,18150.742898928896
54555,18150.74289757144
51393,18150.742004437718
54459,18150.741680898635
55328,18150.74163131907
51479,18150.74084390442
51809,18150.740546322064
56575,18150.74024953896
55150,18150.739673919008
55057,18150.737243786738
53758,18150.736676461205
52281,18150.735203840628
52799,18150.735095361302
53283,18150.734071040162
54185,18150.732492912262
54306,18150.732164817367
56554,18150.731862540528
54486,18150.73082104333
56108,18150.730498580746
54093,18150.729088899512
52872,18150.728246608014
55788,18150.727957158648
53194,18150.72600864092
54065,18150.725820215004
54981,18150.724384921217
55619,18150.724081402786
51469,18150.72354841342
50983,18150.722611283905
54211,18150.722224544523
50972,18150.722088915536
51758,18150.721165258383
56752,18150.721141272843
55323,18150.72006314327
52231,18150.71855422335
51024,18150.714010357555
56186,18150.711646768803
56187,18150.711646768803
56188,18150.711646768803
53241,18150.711413385707
52735,18150.70893389763
55893,18150.70804077152
51803,18150.697973206392
52780,18150.69678992726
